,Unnamed: 0,text,ans,paraphrase,pharaphrase
10,10,	1.11. Три кошки купили сапожки по паре на каждую кошку. Сколько у кошек ножек? Сколько пар они купили сапожек?,животные,, Три кошки купили сапожки на каждую кошку.  Сколько у кошек ножек? Сколько пар они купили сапожек? сколько пар купили сапожек
11,11,"	1.12. На фабрике игрушек за 1 день изготовили 15 кукол, машинок – на 7 больше, а погремушек – столько, сколько кукол и машинок вместе. Сколько изготовили погремушек?",неизвестно,,
12,12,"	1.13. Сначала из бочки взяли 6 вёдер воды, а потом в неё налили 12 вёдер. Больше или меньше стало воды в бочке и на сколько вёдер?",неизвестно,,
13,13,"	1.14*. Рост Буратино 1 м, а длина его носа 9 см. На сколько сантиметров длина носа Буратино меньше его роста?",неизвестно,,
14,14,	1.15. За завтраком школьники выпили 15 стаканов чая и всё какао. Осталось 5 стаканов кофе. Всего было приготовлено 30 стаканов с этими напитками. Сколько стаканов какао выпили школьники?,неизвестно,,
15,15,	1.16. В каждой из 5 матрёшек умещаются ещё 3 матрёшки. Сколько всего матрёшек?,неизвестно,,
16,16,"	1.17. Винтик и Шпунтик бежали наперегонки. Когда Винтик пробежал 50 м, Шпунтик обогнал его на 7 м. Сколько метров пробежал Шпунтик?",спорт,," Винтик и Шпунтик бежали наперегонки Когда Винтик пробежал 50 м, Шпунтик обогнал его на 7 метров?"
17,17,"	1.18. Когда ребята для соревнований взяли 19 скакалок, то осталось ещё 3 скакалки. Сколько скакалок было?",спорт,," Когда ребята взяли 19 скакалок, то осталось 3 скекалки.  Сколько скакалок было?"
18,18,	1.19. Начерти прямоугольник со сторонами 5 см и 8 см. Найди периметр.,неизвестно,,
19,19,"	1.20. Ребята из авиамодельного кружка устроили соревнования в парке. В небо взлетело 10 моделей самолётов, 5 моделей вертолётов, а аэропланов – столько, сколько самолётов и вертолётов вместе. Сколько всего моделей летало в парке?",неизвестно,,
20,20,"	1.21. Длина одной стороны прямоугольника 9 см, другой – на 5 см меньше. Найди периметр этого прямоугольника.",неизвестно,,
21,21,	1.22. Фунтик разложил 30 пирожков на 10 тарелок поровну. Сколько пирожков он положил на каждую тарелку?,неизвестно,,
22,22,"	1.23. Толя, готовясь к началу учебного года, купил 3 тетради по 10 руб. каждая. Сколько денег заплатил Толя за все тетради?",неизвестно,,
23,23,"	1.24. Начерти квадрат, длина стороны которого 6 см. Найди его периметр.",неизвестно,,
24,24,"	1.25. У продавца было 30 шаров: 15 синих, 4 жёлтых, а остальные – зелёные. Сколько зелёных шаров было у продавца?",неизвестно,,
25,25,"	1.26. Незнайка, побывав в роли художника, нарисовал 8 портретов, а пейзажей – на 6 больше. Сколько всего картин нарисовал Незнайка?",неизвестно,,
26,26,"	1.27. Стороны треугольника равны 3 см, 9 см, 5 см. Найди периметр этого треугольника.",неизвестно,,
27,27,	1.28. Детям в классе в начале нового учебного года раздали 12-листовые тетради по 3 тетради каждому. Сколько тетрадных листов получил каждый ученик?,неизвестно,,
28,28,	1.29. Вороны высиживают яйца три недели. Сколько дней высиживают яйца вороны?,животные,, Ученые высиживают яйца три недели.  Сколько дней высиживают яйца вороны?
29,29,"	1.30. В киоске 10 журналов, 14 брошюр1, а газет на 6 больше, чем журналов и брошюр вместе. Сколько газет в киоске?",литература,," В киоске вместе десять журналов, 14 брошюр1 и газет на 6 больше, чем газета.  Сколько газет в киоске?"
30,30,	1.31. Грач приносил своим птенцам по 2 червя 6 раз. Сколько всего червей принёс грач птенцам?,животные,, Грач и два червя приносил своим птенцам. Сколько червей принёс грач птенцам?
31,31,	1.32. Зоя для букетов любимым учителям к 1 сентября срезала 5 красных и 10 синих астр. Все астры она поставила в 3 вазы. Сколько астр в одной вазе?,неизвестно,,
32,32,"	1.33. В саду 11 яблонь, это на 6 больше, чем слив. Сколько слив в саду? Сколько всего деревьев в саду?",неизвестно,,
33,33,"	1.34. В буфете 12 ложек, это на 5 меньше, чем вилок. Сколько всего столовых приборов в буфете?",неизвестно,,
34,34,"	1.35. Фруктоежкин за обедом съел 12 яблок, 13 груш, а мандаринов – на 5 больше, чем яблок и груш вместе. Сколько мандаринов съел Фруктоежкин за обедом?",неизвестно,,
35,35,"	1.36. Витаминчиков съел 6 штук кураги, чернослива – на 2 меньше, а изюма – столько, сколько кураги и чернослива вместе. Сколько изюма съел Витаминчиков?",неизвестно,,
36,36,"	1.37. В классе 11 девочек, на 2 больше, чем мальчиков. Сколько всего детей в классе?",неизвестно,,
37,37,"	1.38. В классе было несколько человек. Когда пришли ещё 6, стало 15. Сколько человек было в классе сначала?",неизвестно,,
38,38,"	1.39. На каждом этаже дома по 8 квартир. Сколько всего квартир в доме, если он трёхэтажный?",неизвестно,,
39,39,"	1.40. Вика и Лера сплели каждая по 2 венка, а Оля сплела целых 4. Сколько венков сплели девочки?",неизвестно,,
40,40,"	1.41. В летние каникулы за день Наташа прочитала 25 страниц книги: утром 5 страниц, днём 8 страниц. Сколько страниц Наташа прочитала вечером?",литература,," Наташа прочитала 25 страниц книги, утром 5 страниц, днём 8 страниц.  Сколько страниц Наташа прочитала вечером?"
41,41,"	1.42. На лугу расцвели 20 ромашек, васильков – на 12 меньше, а незабудок – столько, сколько ромашек и васильков вместе. Сколько незабудок на лугу?",неизвестно,,
42,42,	1.43. Две серые цапли съели на завтрак по 8 лягушек. Сколько всего лягушек было съедено цаплями?,животные,, Две серые цапли съели на вечеринку по 8 лягушек. Сколько лягушек был съедено счётом
43,43,"	1.44. Утром папа, мама, сын и дочь съели каждый по 2 блинчика. Сколько всего блинчиков съела семья утром за завтраком?",неизвестно,,
44,44,"	1.45. Звездочёт в телескоп наблюдал 13 красных звёзд, синих – на 15 больше, а голубых – столько, сколько красных и синих вместе. Сколько голубых звёзд на небе увидел звездочёт?",неизвестно,,
45,45,	1.46. Периметр квадрата 16 см. Узнай длину стороны этого квадрата.,неизвестно,,
46,46,"	1.47. У Вовы было несколько тетрадей. Когда он купил ещё 4 тетради, то их стало 11. Сколько тетрадей было у Вовы сначала?",неизвестно,,
47,47,"	1.48. На грядке росло 32 огурца. Вечером для салата сорвали 12 огурцов, а через два дня на грядке выросло ещё 9 огурцов. Сколько огурцов стало на грядке?",неизвестно,,
48,48,"	1.49. Лена для урока технологии купила пластилин. Сколько стоит пластилин, если Лена дала продавцу 50 руб. и получила сдачу 26 руб.?",неизвестно,,
49,49,	1.50. В автобусе ехали 13 мужчин и 10 женщин. На остановке сели ещё 3 человека. Сколько людей стало в автобусе?,неизвестно,,
50,50,	1.51. Маша получила 8 шариков и Миша столько же. Сколько шариков у ребят всего?,неизвестно,,
51,51,"	1.52. На уроке физкультуры Петя подтянулся 9 раз, а Максим – на 3 раза больше. Сколько раз подтянулись оба ученика?",спорт,," На уроке физкультуры Петя подтянулся 9 раз, а Максим – на 3 раза больше  Сколько раз подтянулись оба ученика?"
52,52,"	1.53. Для уроков технологии приготовили 6 листов жёлтой бумаги, а зелёной – на 7 листов больше. Сколько зелёной бумаги приготовили для уроков технологии?",неизвестно,,
53,53,"	1.54. Первоклассники на уроке математики для счёта из коробки взяли 8 мячей, после этого в ней осталось 5 мячей. Сколько мячей было в коробке?",неизвестно,,
54,54,"	1.55. На каруселях катались 11 озорных детей, из них 8 девчушек-хохотушек, остальные мальчики-хулиганчики. Сколько мальчиков-хулиганчиков катались на каруселях?",неизвестно,,
55,55,"	1.56. Во дворе гуляли 17 кур, 2 курицы убежали на улицу, а во двор прибежали 4 петуха. Сколько птиц стало во дворе?",животные,," В дворе во дворе гуляли 17 кур, два курицы прибежали на площадку. Какое количество птиц в дворе?"
56,56,"	1.57. К празднику купили 13 бананов, а апельсинов – на 5 меньше. Сколько фруктов купили?",неизвестно,,
57,57,	1.58. Начерти один отрезок длиной 8 см. Ниже начерти второй отрезок длиннее первого на 2 см.,неизвестно,,
58,58,	1.59. Начерти один отрезок длиной 12 см. Ниже начерти второй отрезок короче первого на 5 см.,неизвестно,,
59,59,"	1.60. Даша угостила подруг конфетами. Когда она дала Полине 6 конфет, Марине – 8, у неё осталось 4 конфеты. Сколько конфет было у Даши?",неизвестно,,
60,60,"	1.61. У бабушки на тарелке было 11 блинчиков. Она отдала 5 блинчиков Ане, а сама испекла ещё 8. Сколько блинчиков стало на тарелке?",неизвестно,,
61,61,"	1.62. Магазин получил 3 ящика абрикосов и 2 ящика персиков. После того как привезли ещё несколько ящиков фруктов, в магазине стало 13 ящиков. Сколько ящиков фруктов привезли?",неизвестно,,
62,62,"	1.63. У Серёжи было 13 тетрадей в клетку и столько же в линейку. После того как он купил ещё несколько тетрадей, их стало 29. Сколько ещё тетрадей купил Серёжа?",неизвестно,,
63,63,"	1.64. В саду 15 яблонь, а вишен на 5 больше, чем яблонь. Сколько всего деревьев в саду?",неизвестно,,
64,64,"	1.65. Утка может прожить 15 лет, а гусь – 18 лет. На сколько лет гусь живёт дольше утки?",животные,," Утка проживает 15 лет, а гусь-18 лет. Когда Гусь живёт дольше утки?"
65,65,"	1.66. На выставке были две тыквы: одна массой 40 кг, а другая – 36 кг. На сколько килограммов первая тыква тяжелее второй?",неизвестно,,
66,66,"	1.67. Три класса посадили 60 деревьев. Первый класс посадил 10 деревьев,  второй – 20. Сколько деревьев посадил третий класс?",неизвестно,,
67,67,"	1.68. У трёх девочек 15 конфет. У первой девочки 5 конфет, у второй 3 конфеты. Сколько конфет у третьей девочки?",неизвестно,,
68,68,"	1.69. В классе в горшках 18 растений. На первом окне 6 растений, на втором – 7. Сколько растений на третьем окне?",неизвестно,,
69,69,"	1.70. Мама испекла 16 пирожков с рисом, это на 9 пирожков меньше, чем с мясом. Сколько пирожков с мясом испекла мама?",неизвестно,,
70,70,"	1.71. Ирина купила 12 тетрадей в клетку, это на 8 тетрадей больше, чем в линейку. Сколько тетрадей в линейку купила Ирина?",неизвестно,,
71,71,	1.72. Свете 8 лет. Она моложе мамы на 19 лет. Сколько лет маме?,неизвестно,,
72,72,"	1.73. На полке 20 художественных книг. В первый день взяли почитать 5 книг, во второй – 4. Сколько книг осталось на полке?",литература,," На полке 20 художественных книг В первый день взяли 5 книг, во второй- 4  Сколько книг осталось на полке?"
73,73,	1.74. В классе было 11 девочек и 9 мальчиков. На городские соревнования уехали 4 ученика. Сколько человек осталось в классе?,неизвестно,,
74,74,"	1.75. В школьном хоре пели 10 девочек и столько же мальчиков. Когда в хор пришли ещё несколько человек, их стало 25. Сколько человек пришли в хор?",неизвестно,,
75,75,"	1.76. В оранжевом зале кинотеатра 40 мест, и столько же в белом зале. После начала сеанса в залах осталось 20 свободных мест. Сколько зрителей смотрели фильмы в обоих залах?",неизвестно,,
76,76,"	1.77. Незнайка приготовил для мозаики разноцветные стёклышки. Когда он собрал узор, в нём оказалось 12 стёклышек жёлтого цвета, а стёклышек красного цвета – на 8 больше, чём жёлтых. Ещё осталось 10 синих стёклышек. Сколько стёклышек приготовил Незнайка для своей работы?",неизвестно,,
77,77,"	1.78. В аквариуме было сначала несколько рыбок. Когда ребята пустили туда ещё 8 больших рыбок и 7 маленьких, то в нём стало 20 рыбок. Сколько рыбок было в аквариуме сначала?",животные,," В аквариуме в мире произошел небольшой рыбок. В каком году ребята пустили туда большие рыбок, 8 крупных рыбок и 7 маленьких.  Сколько рыбок было в аквариуме сначала?"
78,78,"	1.79. Позвоночник – опора тела человека. В нём выделяют 5 отделов: шейный – 7 позвонков, грудной – 12, поясничный – 5, крестцовый – 5, копчиковый -5. Сколько всего позвонков у человека?",неизвестно,,
79,79,"	1.80*. На решение задачи Витя Малеев затратил 15 мин, столько же – на решение уравнений, а на решение примеров – столько минут, сколько на решение задачи и уравнений вместе. Сколько времени затратил Витя Малеев на выполнение всех заданий?",неизвестно,,
80,80,"	1.81. Верно ли говорят, что бывают прямоугольники, которые не являются квадратами? Выбери правильный ответ.",неизвестно,,
81,81,	1.82. Составь и реши задачу по краткой записи.   Было – 38 коп.,неизвестно,,
82,82,	1.85. Прочитай и реши задачу. Выбери правильный ответ.,неизвестно,,
83,83,	1.86. Прочитай и реши  задачу. Выбери правильный ответ.,неизвестно,,
84,84,"	2.1. Муравей нашёл соломинку возле дома и потащил её к муравейнику. Когда он прополз 35 м, ему осталось ползти на 10 м меньше того пути, который он проделал. На каком расстоянии от дерева находится муравейник?",животные,," Муравей нашёл соломинку возле дома и потащил её к муравейнику Когда он прополз 35 м, он осталось ползти на 10 метров больше того пути.  На каком расстоянии от дерева находится муравейник?"
85,85,	2.2. Для своей оригинальной поделки Мальвина взяла из коробки 25 деталей. В коробке осталось ещё 2 раза по столько же деталей. Сколько всего деталей было у Мальвины в коробке?,неизвестно,,
86,86,"	2.3. В магазине до обеда продали 38 кг творога, а после обеда – на 24 кг меньше. Сколько килограммов творога продали за весь день?",неизвестно,,
87,87,"	2.4. Очень популярны во всём мире соревнования по гребле на байдарках и каноэ. По правилам масса байдарки-одиночки не должна превышать 12 кг, а каноэ может быть на 4 кг тяжелее. Сколько весит каноэ с гребцом, масса которого составляет 60 кг?",спорт,," Российские соревнования по гребле на байдарках и каноэ популярны. Масса байдарки-одиночки не должна превышать 12 кг, и каноэ могут быть на 4 кг.  Сколько весит каноэ с гребцом, масса которого составляет 60 кг?"
88,88,"	2.5. В первой школе 20 учеников-отличников, во второй столько же, а в третьей на 10 учеников меньше, чем в первой и во второй вместе. Сколько учеников-отличников в третьей школе? Сколько всего учеников-отличников в этих трёх школах?",неизвестно,,
89,89,"	2.6. Всю неделю Карлсон летал в гости. В понедельник он совершил 7 полётов (после чего во вторник отдыхал), в среду он сделал на 5 вылетов меньше, чем в понедельник, а в субботу и воскресенье – на 8 вылетов больше, чем в среду. Сколько раз Карлсон побывал в гостях в выходные дни?",неизвестно,,
90,90,"	2.7. Третьеклассники участвовали в акции «Книге – вторую жизнь». Ученики 3-а класса принесли 18 книг в библиотеку. Ученики 3-б класса собрали на 5 книг больше, чем ученики 3-а класса, а ученики 3-в класса принесли на 12 книг меньше, чем ученики 3-б класса. Сколько книг принесли ученики 3-в класса? Сколько всего книг принесли третьеклассники для школьной библиотеки?",литература,," Третьеклассники участвовали в акции ""Книга – вторая жизнь"". В библиотеке школьники принесли 18 книг. Ученики 3-б класса собрали на 5 книг больше, чем ученики 3-а класса, и ученики 3-в класса принесли 12 книг в размере 12,5% от учеников 3б класса. Какое количество книг принесли ученики 3-в класса сколько книг принесли третьеклассники в школьной библиотеки?"
91,91,"	2.8. В парке на одну клумбу посадили 15 гладиолусов, лилий – на 8 больше, а тюльпанов – столько, сколько гладиолусов и лилий вместе. Сколько тюльпанов посадили в парке?",неизвестно,,
92,92,"	2.9. В столовой приготовили 8 первых блюд, вторых блюд – на 2 меньше, а десерта – на 12 больше, чем первых и вторых блюд вместе. Сколько десерта приготовили в столовой?",неизвестно,,
93,93,"	2.10. Привезли 30 кг грецких орехов, земляных – на 12 кг больше, а кедровых – столько, сколько земляных и грецких орехов вместе. Сколько килограммов кедровых орехов привезли?",неизвестно,,
94,94,"	2.11. В магазине за день продали 15 кг творога, а сыра – на столько же больше. Сколько всего творога и сыра продали за день?",неизвестно,,
95,95,"	2.12. Школьники за лето собрали 23 кг клевера, а душицы – на 9 кг больше. Сколько всего килограммов лекарственных трав собрали дети?",неизвестно,,
96,96,"	2.13. На одной аллее посадили 24 саженца черёмухи, а на другой – на 13 деревьев меньше. Сколько всего черёмухи посадили?",неизвестно,,
97,97,"	2.14. В автосервисе за месяц отремонтировали 18 грузовых машин, гоночных – на столько же больше, а легковых – столько, сколько грузовых и гоночных машин вместе. Сколько легковых машин отремонтировали за месяц?",неизвестно,,
98,98,"	2.15. К 1 сентября некоторые школы оборудовали компьютерами. В одну школу завезли 25 компьютеров, в другую – на 2 компьютера меньше. Сколько всего компьютеров получили школы?",неизвестно,,
99,99,"	2.16. Авиационный завод выпустил 26 самолётов, истребителей – на 8 меньше, авиалайнеров – столько, сколько самолётов и истребителей вместе. Сколько авиалайнеров выпустил авиационный завод?",неизвестно,,
100,100,"	2.17. В аквариуме 26 скалярий, меченосцев – на 3 больше, а барбусов – на 5 меньше, чем скалярий и меченосцев вместе. Сколько барбусов в аквариуме?",животные,," В аквариуме 26 скалярий, меченосцев и барбусов на 3 больше, чем скаленосцев вместе  Сколько барбусов в аквариуме?"
101,101,"	2.18. В современном русском алфавите 33 буквы, в кириллице их было на 10 больше. А самый первый алфавит содержал на 21 букву меньше, чем кириллица2. Сколько букв было в первом алфавите?",неизвестно,,
102,102,"	2.19. При раскопках археологами3 было обнаружено 27 берестяных грамот, древних черепков – на 9 штук меньше, а древних орудий труда – столько, сколько берестяных грамот и черепков вместе. Сколько орудий труда было обнаружено археологами?",неизвестно,,
103,103,"	2.20. Турист, путешествовавший по Африке, на своём пути насчитал 63 баобаба, а пальм – на 36 больше. Сколько всего деревьев увидел турист?",неизвестно,,
104,104,"	2.21. Летом школьники засушили 23 кг черники, шиповника – на 15 кг меньше, чем черники, а аптечной ромашки – на 4 кг больше, чем шиповника. Сколько ромашки заготовили школьники?",неизвестно,,
105,105,"	2.22. Трудолюбивые гномы запаслись вареньем. Они сварили 17 банок абрикосового варенья, малинового – на 14 банок больше, чем абрикосового, а земляничного – столько, сколько абрикосового и малинового вместе. Сколько банок земляничного варенья заготовили гномы? Сколько всего банок варенья заготовили гномы?",неизвестно,,
106,106,"	2.23. Во время матча баскетболисты несколько раз бросали мяч в корзину. При этом промахов оказалось на 13 меньше, чем попаданий. Попаданий было 28. Сколько раз баскетболисты бросали мяч в корзину?",спорт,," В матче в футбольном клубе баскетболисты несколько раз побросали мяч. В результате промахов оказалось на 13 меньшей, чем попаданий. Попаданий стали 28 человек. Какое количество раз баскетболисты бросали мяч в корзину?"
107,107,"	2.24. В киоск привезли новые журналы. После того как 17 журналов продали, в киоске осталось ещё 28 журналов. Сколько журналов привезли в киоск?",неизвестно,,
108,108,"	2.25. На субботник в прошлом году вышли 160 жильцов, в позапрошлом году – на 20 человек меньше, чем в прошлом году, а в этом году – на 170 жильцов больше, чем в позапрошлом. Сколько всего жильцов было на субботнике за три года?",неизвестно,,
109,109,"	2.26. В первый зал поставили 118 стульев, во второй – на 12 стульев больше, в третий зал – на 120 стульев меньше, чем во второй и первый вместе. Сколько стульев поставили в третий зал?",неизвестно,,
110,110,"	2.27*. Мешок со свёклой весит 95 кг, мешок с картофелем на 15 кг легче. На машину погрузили 2 мешка с картофелем. Сколько килограммов картофеля было в этих мешках?",неизвестно,,
111,111,"	2.28. В первый день ребята перенесли в библиотеку 117 книг, во второй – на 25 книг больше, чем в первый день, а в третий – на 98 книг меньше, чем за два первых дня вместе. Сколько всего книг перенесли ребята за три дня?",неизвестно,,
112,112,"	2.29*. У Никиты 28 орехов, а у Саши 36. Сколько орехов Саша должен отдать Никите, чтобы у них их стало поровну?",неизвестно,,
113,113,"	2.30. Для приготовления винегрета в столовой сварили 28 штук свёклы, 35 штук моркови, 37 картофелин. Затем добавили 5 луковиц и 25 солёных огурцов. Сколько всего овощей понадобилось для приготовления винегрета?",неизвестно,,
114,114,"	2.31*. К выпускному балу приготовили 128 порций шоколадного мороженого. Порций клубничного мороженого было наполовину меньше, а количество эскимо составило половину от всех порций клубничного мороженого. Сколько всего порций мороженого приготовили к выпускному балу?",неизвестно,,
115,115,"	2.32. На приусадебном участке посадили 250 кустов смородины, это на 50 кустов меньше, чем крыжовника, и на 80 кустов больше, чем малины. Сколько всего ягодных кустов на приусадебном участке?",неизвестно,,
116,116,"	3.1. На одной скатерти-самобранке было 15 разных блюд, а на другой 24 блюда. Заморские гости попробовали только 12 блюд. Сколько блюд осталось нетронуто?",неизвестно,,
117,117,"	3.2. В первую учебную неделю из школьной библиотеки книги взяли 45 учеников, а во вторую – 25 учеников. В конце сентября 40 книг вернули. Сколько ребят ещё читают книги?",неизвестно,,
118,118,"	3.3. Третьеклассники купили к празднику 90 шариков. Они подарили родителям 38 шариков, учителям – 26 шариков, а остальные шарики взяли домой. Сколько шариков третьеклассники взяли домой?",неизвестно,,
119,119,"	3.4. В одном загоне 45 осликов, а в другом – 38. Из них 50 животных накормлены. Сколько осликов осталось покормить?",животные,," В одном загоне 45 осликов, в другом загоне 38 человек  Из них 50 животных накормлены  Сколько осликов осталось покормить?"
120,120,"	3.5. В один кувшин налили 36 л живой воды, в другой – 28 л мёртвой воды. Сказочные герои израсходовали 19 л живой и мёртвой воды. Сколько литров воды осталось?",неизвестно,,
121,121,"	3.6. К Новому году девочки вырезали 50 снежинок, а мальчики – 40. Уже развесили 35 снежинок. Сколько снежинок ещё осталось развесить?",неизвестно,,
122,122,"	3.7. У Чебурашки в одном кармане 28 наклеек, а в другом – 29. Из них 30 наклеек он подарил крокодилу Гене. Сколько наклеек у него осталось?",неизвестно,,
123,123,"	3.8. У Хозяйки Медной горы в одном ларце 45 изумрудов, в другом – 34. За хорошую работу она подарила мастеру 19 изумрудов. Сколько изумрудов осталось у Хозяйки Медной горы?",неизвестно,,
124,124,"	3.9. В интеллектуальном конкурсе принимали участие 48 мальчиков и 32 девочки. Из них только 18 человек вышли в финал. Сколько детей проверили свои способности, но не вышли в финал?",неизвестно,,
125,125,	3.10. С бахчи4 собрали 65 арбузов и 27 тыкв. Увезли на продажу 48 собранных плодов. Сколько плодов осталось увезти?,неизвестно,,
126,126,	3.11. В зоопарке для белок заготовили 28 кг кедровых шишек и 35 кг еловых шишек. За зиму белки съели 57 кг семян шишек. Сколько килограммов шишек ещё осталось у белок?,животные,, В зоопарке для белок готовили 28 кг шишек и 35 кг еловых шишек. В зиму белки сняли 57 кг семян шишек. сколько кг шишек осталось у белка
127,127,	3.12. В магазине инструментов было 45 молотков и 26 ножниц. Продали 66 предметов. Сколько инструментов осталось в магазине?,неизвестно,,
128,128,	3.13. Археологи обнаружили 36 древних берестяных грамот в Смоленской области и 28 грамот в Псковской области. Учёным удалось прочитать только 37 из них. Сколько грамот пока не прочитано учёными?,неизвестно,,
129,129,	3.14. В библиотеке было 48 книг о животных и 26 книг о растениях. Библиотекарь выдала детям 62 книги. Сколько всего книг о животных и растениях осталось в библиотеке?,литература,, Ученые рассказали об учете 48 книг о животных и 26 книг о растениях.  Библиотекарь выдала детям 62 книги  Сколько всего книг о животных и растениях осталось в библиотеке?
130,130,"	3.15. На первой полке 20 книг, на второй – 36. Отнесли в хранилище 40 книг. Сколько книг осталось?",литература,, На второй полке 20 книг на первом поле Отнесли в хранилище около 40 книг. Какое количество книг осталось?
131,131,	3.16. Собрали 274 кг гороха и 179 кг бобов. Продали 325 кг овощей. Сколько килограммов бобов и гороха осталось?,неизвестно,,
