,Unnamed: 0,texts,prediction,score,tokens,highlights
15,28,	1.29. Вороны высиживают яйца три недели. Сколько дней высиживают яйца вороны?,животные,0.3802162997378285,"['ворона', 'высиживать', 'яйцо', 'высиживать', 'яйцо', 'ворона']",высиживать ворона яйцо
16,29,"	1.30. В киоске 10 журналов, 14 брошюр1, а газет на 6 больше, чем журналов и брошюр вместе. Сколько газет в киоске?",литература,0.4393915022645051,"['киоск', 'журнал', 'газета', 'журнал', 'брошюра', 'газета', 'киоск']",журнал брошюра газета
17,30,	1.31. Грач приносил своим птенцам по 2 червя 6 раз. Сколько всего червей принёс грач птенцам?,животные,0.3719965586244836,"['грач', 'приносить', 'птенец', 'червь', 'червь', 'принести', 'грач', 'птенец']",грач птенец принести червь приносить
18,31,	1.32. Зоя для букетов любимым учителям к 1 сентября срезала 5 красных и 10 синих астр. Все астры она поставила в 3 вазы. Сколько астр в одной вазе?,литература,0.3036742820310217,"['зоя', 'любимый', 'учитель', 'срезать', 'красный', 'синий', 'астр', 'астр', 'поставить', 'ваза', 'астр', 'ваза']",красный ваза зоя срезать любимый учитель синий поставить
19,36,"	1.37. В классе 11 девочек, на 2 больше, чем мальчиков. Сколько всего детей в классе?",животные,0.39261677576236587,"['класс', 'мальчик', 'ребёнок', 'класс']",мальчик класс ребёнок
20,37,"	1.38. В классе было несколько человек. Когда пришли ещё 6, стало 15. Сколько человек было в классе сначала?",животные,0.46378474336762504,"['класс', 'прислать', 'стать', 'класс']",класс прислать стать
21,38,"	1.39. На каждом этаже дома по 8 квартир. Сколько всего квартир в доме, если он трёхэтажный?",литература,0.3010985697910576,"['этаж', 'дом', 'квартира', 'квартира', 'дом', 'трёхэтажный']",трёхэтажный квартира дом этаж
22,40,"	1.41. В летние каникулы за день Наташа прочитала 25 страниц книги: утром 5 страниц, днём 8 страниц. Сколько страниц Наташа прочитала вечером?",литература,0.3382722404338607,"['летний', 'каникулы', 'наташа', 'прочитать', 'страница', 'книга', 'утром', 'страница', 'страница', 'страница', 'наташа', 'прочитать', 'вечером']",каникулы вечером прочитать наташа страница
23,44,"	1.45. Звездочёт в телескоп наблюдал 13 красных звёзд, синих – на 15 больше, а голубых – столько, сколько красных и синих вместе. Сколько голубых звёзд на небе увидел звездочёт?",животные,0.3217216378700476,"['звездочёт', 'телескоп', 'красный', 'звезда', 'синий', 'голубой', 'столько', 'красный', 'синий', 'голубой', 'звезда', 'звездочёт']",красный голубой звезда телескоп звездочёт синий
24,45,	1.46. Периметр квадрата 16 см. Узнай длину стороны этого квадрата.,музыка,0.3163947785002713,"['периметр', 'квадрат', 'узнать', 'длина', 'квадрат']",узнать квадрат длина периметр
25,53,"	1.54. Первоклассники на уроке математики для счёта из коробки взяли 8 мячей, после этого в ней осталось 5 мячей. Сколько мячей было в коробке?",спорт,0.6511431665432155,"['первоклассник', 'урок', 'математика', 'счёт', 'взять', 'мяч', 'остаться', 'мяч', 'мяч']",мяч остаться взять счёт урок математика
26,57,	1.58. Начерти один отрезок длиной 8 см. Ниже начерти второй отрезок длиннее первого на 2 см.,животные,0.3233798182339005,"['начертить', 'отрезок', 'длина', 'начертить', 'отрезок']",отрезок длина
27,58,	1.59. Начерти один отрезок длиной 12 см. Ниже начерти второй отрезок короче первого на 5 см.,животные,0.3233798182339005,"['начертить', 'отрезок', 'длина', 'начертить', 'отрезок']",отрезок длина
28,60,"	1.61. У бабушки на тарелке было 11 блинчиков. Она отдала 5 блинчиков Ане, а сама испекла ещё 8. Сколько блинчиков стало на тарелке?",музыка,0.3711187983452485,"['тарелка', 'блинчик', 'отдать', 'блинчик', 'ана', 'испечь', 'блинчик', 'стать', 'тарелка']",ана стать испечь тарелка отдать
29,66,"	1.67. Три класса посадили 60 деревьев. Первый класс посадил 10 деревьев,  второй – 20. Сколько деревьев посадил третий класс?",животные,0.3768223233747891,"['класс', 'посадить', 'класс', 'посадить', 'посадить', 'класс']",посадить класс
30,68,"	1.69. В классе в горшках 18 растений. На первом окне 6 растений, на втором – 7. Сколько растений на третьем окне?",животные,0.5893638914496812,"['класс', 'горшок', 'растение', 'окно', 'растение', 'растение', 'окно']",растение окно класс
31,70,"	1.71. Ирина купила 12 тетрадей в клетку, это на 8 тетрадей больше, чем в линейку. Сколько тетрадей в линейку купила Ирина?",музыка,0.3276869557595293,"['ирина', 'купить', 'тетрадь', 'клетка', 'тетрадь', 'линейка', 'тетрадь', 'линейка', 'купить', 'ирина']",тетрадь клетка линейка ирина купить
32,72,"	1.73. На полке 20 художественных книг. В первый день взяли почитать 5 книг, во второй – 4. Сколько книг осталось на полке?",литература,0.5062795040121943,"['полка', 'художественный', 'книга', 'взять', 'книга', 'книга', 'остаться', 'полка']",остаться взять книга полка художественный
33,73,	1.74. В классе было 11 девочек и 9 мальчиков. На городские соревнования уехали 4 ученика. Сколько человек осталось в классе?,спорт,0.4213150522310821,"['класс', 'мальчик', 'городской', 'соревнование', 'уехать', 'остаться', 'класс']",мальчик остаться соревнование класс городской уехать
34,74,"	1.75. В школьном хоре пели 10 девочек и столько же мальчиков. Когда в хор пришли ещё несколько человек, их стало 25. Сколько человек пришли в хор?",музыка,0.3591208669839799,"['школьный', 'хор', 'петь', 'столько', 'мальчик', 'хор', 'прислать', 'стать', 'прислать', 'хор']",мальчик прислать хор стать школьный петь столько
35,75,"	1.76. В оранжевом зале кинотеатра 40 мест, и столько же в белом зале. После начала сеанса в залах осталось 20 свободных мест. Сколько зрителей смотрели фильмы в обоих залах?",спорт,0.3161032917168945,"['оранжевый', 'зал', 'кинотеатр', 'столько', 'зал', 'сеанс', 'зал', 'остаться', 'свободный', 'зритель', 'фильм', 'зал']",остаться кинотеатр зритель фильм зал столько сеанс
36,78,"	1.79. Позвоночник – опора тела человека. В нём выделяют 5 отделов: шейный – 7 позвонков, грудной – 12, поясничный – 5, крестцовый – 5, копчиковый -5. Сколько всего позвонков у человека?",животные,0.4923070041257111,"['позвоночник', 'тело', 'выделять', 'отдел', 'шейный', 'позвонок', 'грудной', 'поясничный', 'крестцовый', 'копчиковый', 'позвонок']",позвоночник копчиковый шейный поясничный тело грудной крестцовый отдел позвонок
37,79,"	1.80*. На решение задачи Витя Малеев затратил 15 мин, столько же – на решение уравнений, а на решение примеров – столько минут, сколько на решение задачи и уравнений вместе. Сколько времени затратил Витя Малеев на выполнение всех заданий?",литература,0.3183824024359111,"['решение', 'задача', 'витя', 'малей', 'затратить', 'мина', 'столько', 'решение', 'уравнение', 'решение', 'столько', 'минута', 'решение', 'задача', 'уравнение', 'затратить', 'витя', 'малей', 'выполнение', 'задание']",уравнение выполнение задача задание столько затратить
38,80,"	1.81. Верно ли говорят, что бывают прямоугольники, которые не являются квадратами? Выбери правильный ответ.",музыка,0.37415544881281815,"['прямоугольник', 'квадрат', 'ответ']",квадрат ответ прямоугольник
39,81,	1.82. Составь и реши задачу по краткой записи.   Было – 38 коп.,музыка,0.3094595030624652,"['составить', 'решить', 'задача', 'краткий', 'запись', 'копа']",копа составить решить задача краткий запись
40,82,	1.85. Прочитай и реши задачу. Выбери правильный ответ.,литература,0.3085621555087237,"['прочитать', 'решить', 'задача', 'ответ']",решить прочитать ответ задача
41,83,	1.86. Прочитай и реши  задачу. Выбери правильный ответ.,литература,0.3085621555087237,"['прочитать', 'решить', 'задача', 'ответ']",решить прочитать ответ задача
42,84,"	2.1. Муравей нашёл соломинку возле дома и потащил её к муравейнику. Когда он прополз 35 м, ему осталось ползти на 10 м меньше того пути, который он проделал. На каком расстоянии от дерева находится муравейник?",животные,0.31168998383204805,"['муравей', 'соломинка', 'дом', 'потащить', 'муравейник', 'проползти', 'остаться', 'ползти', 'расстояние', 'муравейник']",остаться дом расстояние соломинка муравейник муравей ползти
43,87,"	2.4. Очень популярны во всём мире соревнования по гребле на байдарках и каноэ. По правилам масса байдарки-одиночки не должна превышать 12 кг, а каноэ может быть на 4 кг тяжелее. Сколько весит каноэ с гребцом, масса которого составляет 60 кг?",спорт,0.3423875766358229,"['популярный', 'мир', 'соревнование', 'гребля', 'байдарка', 'каноэ', 'правило', 'байдарка', 'одиночка', 'кг', 'каноэ', 'кг', 'тяжёлый', 'весить', 'каноэ', 'гребец', 'кг']",каноэ кг соревнование байдарка одиночка
44,89,"	2.6. Всю неделю Карлсон летал в гости. В понедельник он совершил 7 полётов (после чего во вторник отдыхал), в среду он сделал на 5 вылетов меньше, чем в понедельник, а в субботу и воскресенье – на 8 вылетов больше, чем в среду. Сколько раз Карлсон побывал в гостях в выходные дни?",спорт,0.321832689109771,"['карлсон', 'летать', 'понедельник', 'совершить', 'полёт', 'вторник', 'отдыхать', 'среда', 'сделать', 'вылет', 'понедельник', 'суббота', 'воскресение', 'вылет', 'среда', 'карлсон', 'побывать', 'выходной']",вылет вторник карлсон суббота побывать отдыхать понедельник
45,90,"	2.7. Третьеклассники участвовали в акции «Книге – вторую жизнь». Ученики 3-а класса принесли 18 книг в библиотеку. Ученики 3-б класса собрали на 5 книг больше, чем ученики 3-а класса, а ученики 3-в класса принесли на 12 книг меньше, чем ученики 3-б класса. Сколько книг принесли ученики 3-в класса? Сколько всего книг принесли третьеклассники для школьной библиотеки?",литература,0.3629123647176665,"['третьеклассник', 'участвовать', 'акция', 'книга', 'класс', 'принести', 'книга', 'библиотека', 'класс', 'собрать', 'книга', 'класс', 'класс', 'принести', 'книга', 'класс', 'книга', 'принести', 'класс', 'книга', 'принести', 'третьеклассник', 'школьный', 'библиотека']",школьный собрать книга принести
46,98,"	2.15. К 1 сентября некоторые школы оборудовали компьютерами. В одну школу завезли 25 компьютеров, в другую – на 2 компьютера меньше. Сколько всего компьютеров получили школы?",литература,0.3792958285393763,"['школа', 'оборудовать', 'компьютер', 'школа', 'завезти', 'компьютер', 'компьютер', 'компьютер', 'получить', 'школа']",получить оборудовать компьютер завезти школа
47,101,"	2.18. В современном русском алфавите 33 буквы, в кириллице их было на 10 больше. А самый первый алфавит содержал на 21 букву меньше, чем кириллица2. Сколько букв было в первом алфавите?",музыка,0.39010818232262057,"['русский', 'алфавит', 'буква', 'кириллица', 'алфавит', 'содержать', 'буква', 'буква', 'алфавит']",кириллица русский буква содержать алфавит
48,104,"	2.21. Летом школьники засушили 23 кг черники, шиповника – на 15 кг меньше, чем черники, а аптечной ромашки – на 4 кг больше, чем шиповника. Сколько ромашки заготовили школьники?",животные,0.3036484586963715,"['школьник', 'засушить', 'кг', 'черника', 'шиповник', 'кг', 'черника', 'аптечный', 'ромашка', 'кг', 'шиповник', 'ромашка', 'школьник']",кг засушить шиповник аптечный школьник
49,106,"	2.23. Во время матча баскетболисты несколько раз бросали мяч в корзину. При этом промахов оказалось на 13 меньше, чем попаданий. Попаданий было 28. Сколько раз баскетболисты бросали мяч в корзину?",спорт,0.5595753144565923,"['матч', 'баскетболист', 'бросать', 'мяч', 'корзина', 'промах', 'баскетболист', 'бросать', 'мяч', 'корзина']",мяч корзина баскетболист бросать промах матч
50,107,"	2.24. В киоск привезли новые журналы. После того как 17 журналов продали, в киоске осталось ещё 28 журналов. Сколько журналов привезли в киоск?",литература,0.32742783754330723,"['киоск', 'привезти', 'журнал', 'журнал', 'продать', 'киоск', 'остаться', 'журнал', 'журнал', 'привезти', 'киоск']",привезти журнал остаться продать
51,110,"	2.27*. Мешок со свёклой весит 95 кг, мешок с картофелем на 15 кг легче. На машину погрузили 2 мешка с картофелем. Сколько килограммов картофеля было в этих мешках?",животные,0.40598443273708856,"['мешок', 'весить', 'кг', 'мешок', 'картофель', 'кг', 'машина', 'погрузить', 'мешок', 'картофель', 'килограмм', 'картофель', 'мешок']",погрузить картофель весить килограмм мешок
52,111,"	2.28. В первый день ребята перенесли в библиотеку 117 книг, во второй – на 25 книг больше, чем в первый день, а в третий – на 98 книг меньше, чем за два первых дня вместе. Сколько всего книг перенесли ребята за три дня?",литература,0.3984243439241499,"['ребята', 'перенести', 'библиотека', 'книга', 'книга', 'книга', 'книга', 'перенести', 'ребята']",перенести ребята книга библиотека
53,117,"	3.2. В первую учебную неделю из школьной библиотеки книги взяли 45 учеников, а во вторую – 25 учеников. В конце сентября 40 книг вернули. Сколько ребят ещё читают книги?",литература,0.4905052837864363,"['учебный', 'школьный', 'библиотека', 'книга', 'взять', 'книга', 'вернуть', 'ребята', 'читать', 'книга']",взять книга библиотека школьный вернуть ребята читать учебный
54,119,"	3.4. В одном загоне 45 осликов, а в другом – 38. Из них 50 животных накормлены. Сколько осликов осталось покормить?",животные,0.3116484137185093,"['загон', 'ослик', 'животное', 'накормить', 'ослик', 'остаться', 'покормить']",покормить остаться ослик животное загон накормить
55,120,"	3.5. В один кувшин налили 36 л живой воды, в другой – 28 л мёртвой воды. Сказочные герои израсходовали 19 л живой и мёртвой воды. Сколько литров воды осталось?",животные,0.3569664576592731,"['кувшин', 'налить', 'живой', 'вода', 'вода', 'сказочный', 'герой', 'израсходовать', 'живой', 'вода', 'литр', 'вода', 'остаться']",кувшин живой литр израсходовать вода сказочный
56,122,"	3.7. У Чебурашки в одном кармане 28 наклеек, а в другом – 29. Из них 30 наклеек он подарил крокодилу Гене. Сколько наклеек у него осталось?",животные,0.32257047611831824,"['чебурашка', 'карман', 'наклейка', 'наклейка', 'подарить', 'крокодил', 'ген', 'наклейка', 'остаться']",крокодил остаться карман наклейка подарить ген чебурашка
57,126,	3.11. В зоопарке для белок заготовили 28 кг кедровых шишек и 35 кг еловых шишек. За зиму белки съели 57 кг семян шишек. Сколько килограммов шишек ещё осталось у белок?,животные,0.380020363631002,"['зоопарк', 'белок', 'кг', 'кедровый', 'шишка', 'кг', 'еловый', 'шишка', 'зима', 'белка', 'съесть', 'кг', 'семя', 'шишка', 'килограмм', 'шишка', 'остаться', 'белок']",кг зима еловый семя килограмм съесть шишка
58,127,	3.12. В магазине инструментов было 45 молотков и 26 ножниц. Продали 66 предметов. Сколько инструментов осталось в магазине?,музыка,0.3997123563001056,"['магазин', 'инструмент', 'молотков', 'ножницы', 'продать', 'инструмент', 'остаться', 'магазин']",остаться инструмент магазин молотков ножницы продать
59,129,	3.14. В библиотеке было 48 книг о животных и 26 книг о растениях. Библиотекарь выдала детям 62 книги. Сколько всего книг о животных и растениях осталось в библиотеке?,животные,0.4217481595188925,"['библиотека', 'книга', 'животное', 'книга', 'растение', 'библиотекарь', 'выдать', 'ребёнок', 'книга', 'книга', 'животное', 'растение', 'остаться', 'библиотека']",книга библиотека библиотекарь выдать растение
60,130,"	3.15. На первой полке 20 книг, на второй – 36. Отнесли в хранилище 40 книг. Сколько книг осталось?",литература,0.4945971030084539,"['полка', 'книга', 'книга', 'книга', 'остаться']",полка остаться книга
61,132,"	3.17. В одном мешке 205 яблок, в другом – столько же. Сколько яблок осталось, когда съели 380 штук?",животные,0.3250850886265084,"['мешок', 'столько', 'остаться', 'съесть', 'штука']",столько остаться штука съесть мешок
62,133,	3.18. В детский сад для поделок привезли 160 наборов картона и 180 наборов цветной бумаги. За полгода использовали 230 наборов. Сколько наборов осталось?,литература,0.32374808268436245,"['детский', 'сад', 'поделка', 'привезти', 'набор', 'картон', 'набор', 'бумага', 'полгода', 'набор', 'набор', 'остаться']",набор бумага поделка сад полгода привезти картон
63,135,	3.20. Завод выпустил 225 двухколёсных велосипедов и 156 трёхколёсных. В магазины отправили 310 велосипедов. Сколько велосипедов осталось?,спорт,0.3452645637485451,"['завод', 'двухколёсный', 'велосипед', 'трёхколёсный', 'магазин', 'отправить', 'велосипед', 'велосипед', 'остаться']",велосипед трёхколёсный остаться завод отправить магазин двухколёсный
64,136,	3.21. Рабочему за неделю нужно вымыть 96 окон. Он уже вымыл 14 окон. Сколько окон осталось вымыть рабочему?,литература,0.3013713790310229,"['рабочий', 'вымыть', 'окно', 'вымыть', 'окно', 'окно', 'остаться', 'вымыть', 'рабочий']",рабочий окно остаться
65,137,"	3.22. Для украшения витрин магазина заготовили 285 шаров. Украсили шарами 6 витрин, поместив по 22 шара на каждую. Сколько шаров осталось разместить в витринах?",спорт,0.3004808374214126,"['украшение', 'витрина', 'магазин', 'шаров', 'украсить', 'шар', 'витрина', 'шар', 'шаров', 'остаться', 'витрина']",шаров витрина украсить магазин шар украшение
66,138,	3.23. Задачу по математике на городской олимпиаде решали 120 мальчиков и 80 девочек. Неправильно решили задачу 50 учеников. Сколько учеников решили задачу правильно?,спорт,0.3163009473479403,"['задача', 'математика', 'городской', 'олимпиада', 'решать', 'мальчик', 'неправильно', 'решить', 'задача', 'решить', 'задача', 'правильно']",правильно решать решить задача олимпиада математика неправильно
67,143,"	3.28*. Денис прочитал пятую часть книжки, в которой 90 страниц. Сколько страниц ему осталось прочитать?",литература,0.34583453927240826,"['денис', 'прочитать', 'книжка', 'страница', 'страница', 'остаться', 'прочитать']",остаться прочитать книжка денис страница
68,144,	3.29*. Из лыка сплели 126 лаптей и разложили их парами. На рынок отправили 18 пар лаптей. Сколько штук лаптей осталось? Сколько это пар? (Найди два способа решения этой задачи.),животные,0.3358973144788094,"['лыко', 'сплести', 'лапоть', 'пара', 'рынок', 'отправить', 'пара', 'лапоть', 'штука', 'лапоть', 'остаться', 'пара', 'решение', 'задача']",остаться штука рынок пара задача отправить сплести решение
69,145,"	3.30*. На каждой из двух полок по 35 книг. С одной полки взяли несколько книг, а со второй – столько, сколько осталось на первой. Сколько всего книг теперь на обеих полках?",литература,0.42613688607802297,"['полка', 'книга', 'полка', 'взять', 'книга', 'столько', 'остаться', 'книга', 'полка']",остаться взять книга полка столько
70,146,"	3.34. В июне в санатории отдохнули 40 детей, в июле – 30 детей, а в августе – на 10 человек меньше, чем в июле. Сколько всего детей прошли за лето курс оздоровления?",литература,0.3553143636343256,"['июнь', 'санаторий', 'отдохнуть', 'ребёнок', 'июль', 'ребёнок', 'август', 'июль', 'ребёнок', 'пройти', 'курс', 'оздоровление']",отдохнуть пройти санаторий оздоровление июнь ребёнок август июль
71,147,"	4.1. За три дня Музей сказок посетили 80 школьников. В первый день было проведено 3 экскурсии по 8 человек, во второй день – 2 такие экскурсии. Сколько человек посетили Музей сказок в третий день? Сколько экскурсий было проведено?",литература,0.4105350338857455,"['музей', 'сказка', 'посетить', 'школьник', 'провести', 'посетить', 'музей', 'сказка', 'провести']",посетить провести музей сказка школьник
72,148,"	4.2. В магазине продавали мужские, женские и детские часы. Всего было 98 часов. Мужских часов было 42, женских – 36, остальные – детские. Сколько детских часов было в магазине?",литература,0.3863149510989893,"['магазин', 'продавать', 'мужской', 'детский', 'часы', 'мужской', 'детский', 'детский', 'магазин']",детский мужской магазин часы продавать
73,153,"	4.7. В книге 30 загадок. Мама отгадала 16 загадок, папа – в 2 раза меньше, чем мама, а остальные загадки отгадали дети. Сколько загадок отгадали дети?",литература,0.3377426449430302,"['книга', 'загадка', 'мама', 'отгадать', 'загадка', 'папа', 'мама', 'загадка', 'отгадать', 'ребёнок', 'загадка', 'отгадать', 'ребёнок']",мама папа загадка книга ребёнок
74,154,"	4.8. Участвуя в соревнованиях, велогонщик в первый день проехал 35 км, во второй – на 20 км больше. Сколько километров велогонщик проехал в третий день, если за три дня он преодолел расстояние 100 км?",спорт,0.3659421252244403,"['участвовать', 'соревнование', 'велогонщик', 'проехать', 'километр', 'велогонщик', 'проехать', 'преодолеть', 'расстояние']",километр соревнование преодолеть расстояние участвовать велогонщик проехать
75,155,"	4.9. Коля, Олег и Мила вспоминали названия городов. Коля вспомнил названия 27 городов, Олег назвал 35 городов. Сколько названий городов вспомнила Мила, если всего ребята назвали 100 городов?",литература,0.3082695167689424,"['коля', 'олег', 'мила', 'вспоминать', 'город', 'коля', 'вспомнить', 'город', 'олег', 'город', 'город', 'вспомнить', 'мила', 'ребята', 'город']",мила город олег ребята вспомнить вспоминать
76,156,"	4.10. Верблюд под палящими лучами солнца проходит за день 90 км. До первой стоянки верблюд прошёл 38 км, до второй – на 2 км больше. Сколько километров ему осталось пройти до последней стоянки?",спорт,0.303488796835148,"['верблюд', 'палящий', 'луч', 'солнце', 'стоянка', 'верблюд', 'пройти', 'километр', 'остаться', 'пройти', 'стоянка']",верблюд километр стоянка луч пройти палящий солнце
77,157,"	4.11. За три дня продали 260 кг винограда. В первый день продали 145 кг, во второй – на 50 кг меньше. Сколько килограммов винограда продали в третий день?",животные,0.3128706515197535,"['продать', 'кг', 'продать', 'кг', 'кг', 'килограмм', 'продать']",кг килограмм продать
78,158,"	4.12. Для мозаики художник использовал 68 окрашенных стёкол: голубых, зелёных, жёлтых. Голубых – 25, зелёных – на 12 меньше, чем голубых. Сколько жёлтых стёкол будет в мозаике?",животные,0.31937754596125856,"['мозаика', 'художник', 'окрасить', 'голубой', 'зелёный', 'жёлтый', 'голубой', 'зелёный', 'голубой', 'жёлтый', 'мозаика']",мозаика голубой окрасить жёлтый зелёный
79,159,"	4.13. Стая воробьёв состоит из 66 птиц. Из них 24 расселись на дереве, 13 устроились на крыше, остальные – на заборе. Сколько воробьёв сидит на заборе?",животные,0.31984631968979155,"['стая', 'воробей', 'птица', 'расселиться', 'устроиться', 'крыша', 'забор', 'воробей', 'забор']",устроиться воробей крыша расселиться забор птица стая
80,160,"	4.14. Городские власти решили высадить 100 тополей на улицах города. В северной части города посадили 36 деревьев, в южной части – 33 дерева, а остальные – в западной части. Сколько тополей посадили в западной части города?",спорт,0.3453580504976596,"['городской', 'власть', 'решить', 'высадить', 'тополь', 'улица', 'город', 'город', 'посадить', 'южный', 'западный', 'тополь', 'посадить', 'западный', 'город']",высадить тополь городской город южный посадить
