texts,labels
48. Скунсы может распылить защитную вонь в радиусе 10 метров.,0
49. Акулы жили раньше  чем динозавры! Окаменелости акул  датируются 450 миллионов лет.,0
"50. В отличие от большинства видов кошек, оцелоты отлично плавают.",0
"51. Луговые собаки живут в норах, которые имеют отдельную ванную комнату, детскую зону и зону для отдыха.",0
52. Рыба-парусник является самой быстрой рыбой и достигает скорости 115 км/час.,0
"53 Самец – пингвин  “предлагает” руку и сердце самке, даря ей камень. Если она принимает его, то кладет   этот подарок в свое гнездо.",0
54 Павлин считается самой красивой птицей среди курообразных. Павлин — очень близкий родственник петуха.,0
55.  Новорождённый слонёнок весит около 100 килограммов.,0
"56. Сурки свистят , когда им угрожает опасность.",0
57. Императорские пингвины могут нырять на глубину до 500 метров и способны задерживать дыхание на 18 минут.,0
58. В Индии 50 миллионов обезьян.,0
59. Мухи жужжат нотой ФА.,0
60. Синий Кит весит как три слона.,0
61. Гиббоны имеют самые длинные руки среди  всех приматов.,0
62 У коз частая  отрыжка.,0
63. У зубатки вкусовые рецепторы по всему телу.,0
"64. Брызгун может поражать добычу плевком с расстояния  1,5 метров.",0
65. У вомбат какашки квадратной формы.,0
66 Ламы не имеют копыт.,0
"67. Детеныши - дикобразы когда рождаются имеют мягкие иголки ,  которые затвердевают через несколько дней.",0
68. Верблюд может обходиться без воды две недели.,0
69. Лось имеет очень чувствительные рога.,0
"70. Гекконы иногда едят свои хвосты, после потери.",0
71. В течение жизни хлопотливая пчёлка производит одну двенадцатую чайной ложечки мёда.,0
"72. Скорость размножения крыс так велика, что при благоприятных обстоятельствах 2 крысы могли бы дать потомство в 1 миллион крыс в течение полутора лет.",0
73. Некоторые мотыльки могут вырастать размером с ладонь взрослого человека.,0
74. Детеныши шакала  рождаются под землей.,0
75. Кузнечик может прыгать на расстояние в 20 раз превышающее  длину его тела.,0
"76  У фламинго , их красивый цвет получается  от водорослей, диатомеи и мелких ракообразных, которых они едят, и которые богаты каротином.",0
"77. По черепахи можно распознать по звуку: самцы ворчат, самки шипят.",0
78 Бойцовая рыбка может выжить без воды в течение нескольких часов.,0
"79 Стрекозы могут летать в любом направлении – вперёд, назад и в стороны. Это самые быстрые летающие насекомые, их скорость достигает почти 100 километров в час.",0
80 Голубые киты – самые крупные животные на Земле.,0
81 Сфотографировать живого гигантского кальмара люди сумели только в 2006 году. Живут эти полутонные чудовища на глубине от 200 метров до километра.,0
"82 Жужжание пчелы производится четырьмя крыльями, которые делают по 11 400 взмахов в минуту. Скорость полёта пчелы – 25 километров в час.",0
83 Азиатский гигантский шершень кусается больнее всех насекомых. У нас он встречается в Приморском крае.,0
84. Паук Тарантул может жить без пищи два года.,0
"85. Раненый или напуганный опоссум падает мёртвым, у него стекленеют глаза, изо рта течёт пена, а из анальных желёз источается зловоние. После того, как опасность минует, опоссум оживает и выздоравливает.",0
"86. В Ирландии, Исландии, Гренландии и Антарктиде нет змей.",0
87. Гуси любят чернику!,0
88. Серебряные муравьи пустыни  Сахары могут жить при температуре до 158 градусов.,0
"89. В козьем молоке в 5 раз меньше жира, чем в коровьем. Коровье молоко усваивается час, козье – 20 минут",0
90. Скорпионы светятся в темноте.,0
"91. Чайки могут пить соленую воду. У них есть специальные железы, которые удаляют лишнюю  соль из организма.",0
"92 Красные панды используют свой пушистый хвост в качестве одеяла, чтобы согреться.",0
"93. Единственная собака, у которой язык не розовый – чау-чау",0
94. Японские макаки научились покупать товары из торговых автоматов.,0
"95 В отличие от сухопутных черепах, морские  не втягивают головы в панцирь.",0
96. Эму не могут ходить назад.,0
"97. Губки создают свои собственные специальные химические вещества, выделяемые в воде для защиты от хищников.",0
"98. Мыши имеют больше костей, чем у человека:  около 230. У человека их 206 .",0
99 В среднем курица откладывает 190 яиц в год,0
"100. Если начнут драться лев и белый медведь, то победит белый медведь",0
"Объем глазниц у сов почти целиком занят глазным яблоком, отчего они не могут вращать глазами и видят только то, что перед ними. А вот голову они поворачивают аж на 360 градусов!",0
"Единственное животное на планете, у которого на языке два ряда зубов, - водяные черви миксины. Эти сердцееды с вульгарной красотой вырастают до 70 сантиметров и выедают внут­ренности у рыб (да, и сердце в том числе).",0
"У хищников (например, у твоего мирно дремлющего на клавиатуре кота) глаза расположены спереди, чтобы вовремя увидеть добычу. А у травоядных глаза по бокам, чтобы вовремя увидеть приближающегося хищника и успеть ужаснуться.",0
"У осьминога прямоугольный зрачок, что дает обзор на все 340 градусов. У человека, кстати, всего 190 градусов.",0
"У панд нет специального места для сна - ни кровати, ни гнезда. Поэтому они засыпают там, где оказались в момент усталости. И если сон сморил их в тот момент, когда они залезли на дерево, ну что ж, так тому и быть.",0
"Дельфин не просто спит с одним открытым глазом - он спит с одним работающим ""дежурным"" полушарием мозга! Пока дельфин видит сны про то, как во время выступления в дельфинарии обнаружил, что на нем нет штанов, ""дежурное"" полушарие следит, чтобы дельфин вовремя сделал вдох и не захлебнулся.",0
"Альбатрос может спать прямо во время полета. Действует птица по тому же принципу, что и дельфин: в полете у альбатроса отдыхает одна половина мозга, а вторая следит, чтобы он удерживался в воздухе и не залетел в турбину самолета.",0
"Каланы (морские выдры) держат друг друга за лапки, когда спят, чтобы их не отнесло неизвестно куда течением.",0
"Швейцарский закон запрещает держать дома одну морскую свинку. Только пару, потому что свинка - животное социальное. А в случае смерти одной особи швейцарец должен срочно купить ей друга. Так швейцарцы и попадают в вечное рабство к морским свинкам.",0
В Финляндии под колесами автомобилей ежегодно погибало до 4000 оленей. Это в прошлом. Находчивые лесники придумали опрыскивать рога оленей светоотражающей жидкостью.,0
"В штате Нью-Мексико мышь сожгла дом. Не то чтобы она сделала это по своей воле. Просто владелец дома бросил ее в печь, и мыши ничего не оставалось, как выскочить из огня и разнести пламя по всей хибаре. И поделом! Нечего обижать беззащитных.",0
"В начале XX века германские власти запретили датчанам Северной Фрисландии вывешивать датский флаг. ""Ах так!"" - воскликнули датчане (на немецком) и вывели породу свиней, подозрительно похожих на флаг. А чтобы подозрение превратилось в уверенность, назвали породу ""датская протестная свинья"".",0
"Когда несчастный случай отнял ноги у Джеймса Уайда, сигнальщика железнодорожных путей из южноафриканского города Эйтенхахе, он решил, что работу у него никто не отнимет. Джеймс, которому пришлось сесть в инвалидное кресло, завел медвежьего павиана Джека и обучил его по команде менять стрелки. Джек проработал под началом Джеймса девять лет, не совершив ни одной ошибки.",0
"Из всего великолепия млекопитающих, представленных на Земле, лишь люди и дельфины занимаются сексом не только ради размножения, но и ради удовольствия. Рассказывает ли самка дельфина самцу о том, как у нее прошел день, ученые все еще не выяснили.",0
"Вообще у птиц нет пениса (да-да, даже у самцов!). Они размножаются так: самец плотно прижимает свою клоаку к клоаке самки и впрыскивает в нее порцию спермы. Исключение - аргентинская савка.",0
"Самцы каланов очень красиво ухаживают, но прямо перед спариванием до крови прокусывают самке нос. Поэтому самку каланов, имевшую неосторожность недавно связаться с самцом, легко узнать по кровоточащему носу.",0
"Детеныш жирафа уже в первые секунды после рождения понимает, что жизнь штука непростая. Родившись, жирафчонок тут же падает с двухметровой высоты, потому что жирафихи самоотверженно рожают стоя.",0
"Во время брачного периода, который длится несколько дней, львы спариваются до 40 раз в сутки.",0
"Касатка, хоть и родственник дельфина, может хладнокровно расправиться с акулой, придушив ее!",0
"Станиславский никогда не крикнул бы ""Не верю!"" опоссуму, что притворился мертвым. Когда опоссум пугается, он ложится на бок, закрывает глаза, из носа у него течет кровь, и вообще он виртуозно играет мертвяка. А когда опасность, сфотографировав его с бутылкой, уходит, опоссум волшебным образом оживает. В английском даже есть выражение playing possum - ""прикинуться никаким"".",0
"Ленивец предпочитает без дела на землю не спускаться: там много неприятных зверей, которые так и норовят его съесть. Но раз в две недели он все-таки вальяжно сползает по стволу, чтобы, чего уж там, покакать. Почему не сделать это на дереве? Биологи не понимают.",0
"Койоты и американские барсуки - большие любители вместе поохотиться. Их цель - нажористые луговые собачки, которые, издали завидев смертоносную парочку, забиваются в норы. Барсук забивается следом и выгоняет собачку прямо на койота. Собачке конец.",0
Ястребы-тетеревятники не водятся только в одной европейской стране — Исландии.,0
"Хамелеоны могут выбрасывать свой язык на расстояние, равное половине длины туловища. Кроме того, его глаза способны вращаться независимо друг от друга, поэтому хамелеон может смотреть одновременно во все стороны, не двигая головой.",0
"Электрогенераторы южноамериканского электрического угря могут генерировать напряжение до 1200 вольт при силе тока 1,2 А. Этого хватило бы чтобы зажечь шесть стоваттных лампочек.",0
"Чтобы яйцо страуса сварилось вкрутую, его надо кипятить не менее 40 минут.",0
Хорьки спят до 20 часов в сутки.,0
Французы называют голубя «летучей крысой».,0
"У шакалов на одну пару хромосом больше, чем у собак и волков.",0
"У тигров не только полосатый мех, но и полосатая кожа.",0
У рыбы сарган зеленые кости.,0
У осьминога прямоугольный зрачок.,0
"У лошади на 18 костей больше, чем у человека.",0
У жирафов самое большое сердце и самое высокое кровяное давление из всех наземных животных.,0
"У жирафов абсолютно черный язык, длина которого может доходить до 45 см.",0
"Температура крови у рыб Антарктиды может достигать -1,7 градусов Цельсия.",0
Сердце кита бъется только 9 раз в минуту.,0
Самый длинный из зарегестрированных полетов курицы длился 13 cекунд.,0
"Пингвин — единственная птица, которая может плавать, но не может летать. Кроме того, это единственная птица, ходящая стоя.",0
"На Фолклендских островах на каждого жителя (2000) приходится по 350 овец (700 000), а в Новой Зеландии — по 20 овец.",0
"Муравей-листорез может поднимать и перемещать грузы, масса котороых в 50 раз больше его собственного веса.",0
"Масса головного мозга слона составляет примерно 0,27% от массы его тела.",0
Кошачьи челюсти не могут двигаться в стороны.,0
"Когда в 1850 году из Европы в Америку привезли первую партию воробьев, американцы так обрадовались, что закормили их всех до смерти.",0
Из одного яйца страуса можно сделать одиннадцать с половиной омлетов.,0
"Единственное домашнее животное, не упоминаемое в Библии, — кошка.",0
Взрослый кит за 2 секунды вдыхает 2400 литров воздуха.,0
"Если бы летучая мышь услышала свой крик, которым она лоцирует, неотраженным, она бы оглохла. Поэтому перед испусканием лоцируещего крика мышь дает писк, который заставляет мышцы слухового аппарата напрягаться, и громкий крик она воспринимает уже нормально.",0
"В каждом пчелином улье живут 20 — 60 тысяч пчел. Пчелиная матка откладывает почти 1500 яиц в день и живет до двух лет. Трутни, единственная работа которых, помогать матке, живут до 24 дней и не имеют жала. Рабочие пчелы (все бесплодные самки) — обычно работают вплоть до самой смерти (около 40 дней), собирая пыльцу и нектар.",0
"В мире насчитывается 321 вид колибри (например: мечеклювая, красная, рубиноголовая, сапфо, ангел, длиннохвостая, топазовая, ракетохвостая, гигантская (размером с ласточку :).",0
Игуана может находиться под водой до 28 минут.,0
"Зебра — белая с черными полосами, а не наоборот.",0
В мире существует примерно 500 зоопарков.,0
"В теле гусеницы больше мышц, чем в теле человека.",0
"Белиз — единственная в мире страна, где законом охраняются ягуары.",0
"Крыса может обходиться без воды дольше, чем верблюд.",0
За сутки синица кормит своих птенцов тысячу раз.,0
"В древнем Египте главными вредителями полей считались не жуки и даже не саранча, а ... гиппопотамы.",0
Самка броненосца обладает уникальной способностью. При стрессовых ситуациях она может задерживать роды на срок до двух лет.,0
"Нападая на свою жертву, акулы закрывают глаза, чтобы бьющаяся добыча их не поранила.",0
Скунс не может кусаться и распространять запах одновременно.,0
"Рыбка Мола Мола (или океаническая солнечная рыбка), откладывает до 5 000 000 яиц за один раз.",0
"От укусов пчел каждый год погибает в 3 раза больше людей, чем от укусов гремучих змей.",0
"Скорость передвижения улитки — около 1,5 мм/сек.",0
Самая крупная в мире рептилия (и самая опасная для человека) — морской крокодил.,0
Самец императорской моли может почувствовать и найти самку своего вида с расстояния в два километра.,0
"На передних лапах тигра по пять пальцев, а на задних — по четыре. Тигриные когти достигают длины 8-10 см.",0
"Самцы обезьяны лысеют точно также, как и мужчины.",0
"Разновидность морской звезды, называемая Lunckia columbiae может полностью воспроизвести свое тело из частицы длиной в 1 сантиметр.",0
На Земле известны около 4000 видов лягушек и жаб.,0
" Из-за механизма, отражающего свет назад к сетчатке, ночное зрение тигров в шесть раз лучше, чем у людей.",0
"Гиппопотамы, вслед за слонами, самые тяжелые млекопитающие Земли. Их вес может достигать 4 тонн.",0
"Вес страусиного яйца может достигать 1,5 кг.",0
Любимого коня Наполеона Бонапарта звали Моренго.,0
Во время Первой мировой войны одна из Южно-Африканских обезьян получила медаль и даже была удостоена воинского звания капрал.,0
"В Китае змей ловят главным образом для кулинарных нужд, в Индии — из-зи кожи, а в Бирме — для изготовления противоядий.",0
Все дикие гуси моногамны.,0
"Змеи могут спать 3 года подряд, ничего не принимая в пищу.",0
"Блоха может прыгать на 33 см за один прыжок. Если бы люди имели такую же прыгучесть, человек мог бы совершать прыжки на 213 метров!",0
"Крысы появились на Земле на 48 миллионов лет раньше, чем люди.",0
На Земле насчитывается порядка 400 пород домашних собак.,0
Делфины спят с одним открытым глазом.,0
"У кошки, падающей с 12-го этажа, больше шансов выжить, чем y кошки, котоpая падает с 7-го.",0
Животное с самым большим мозгом по отношению к телy — мypавей.,0
Около 70 пpоцентов живых сyществ Земли — бактеpии.,0
"В молодости чеpномоpские окyни в основном девочки, но yже к 5 годам они pадикально меняют пол!",0
Слон — единственное животное с 4 коленями.,0
"Зоопаpк в Токио каждый год закpывается на 2 месяца, чтобы звеpи могли отдохнyть от посетителей.",0
"Мypавьеды пpедпочитают питаться не мypавьями, а теpмитами.",0
"Когда жиpафа pожает, ее детеныш падает с высоты полyтоpа метpов.",0
"Hесмотpя на гоpб, позвоночник y веpблюда пpямой.",0
"Собаки женского пола кyсают чаще, чем псы.",0
У акyл иммyнитет к pакy.,0
Hа гоpилл действyют пpотивозачаточные таблетки.,0
Оpгазм свиньи длится 30 минyт.,0
Моpская звезда может вывеpнyть свой желyдок наизнанкy.,0
"Единственные животные, болеющие пpоказой, кpоме человека, — бpоненосцы.",0
Бегемоты pождаются под водой.,0
Оpангyтанги пpедyпpеждают об агpессии гpомкой отpыжкой.,0
Кpот может за однy ночь пpоpыть тyннель длиной в 76 метpов.,0
У yлитки около 25 000 зyбов.,0
Чеpная паyчиха может съесть до 20 паyков в день.,0
Пpи недостатке еды ленточный чеpвь может съесть до 95 пpоцентов веса своего тела — и ничего!,0
Кpокодилы ответственны более чем 1000 смеpтей на беpегах Hила в год.,0
Дpевние египтяне yчили бабyинов пpислyживать им за столом.,0
"Сенбеpнаpы, знаменитые спасатели альпинистов, вовсе не носят флягy с бpенди на шее.",0
Ленивцы пpоводят 75 % жизни во сне.,0
Колибpи не могyт ходить.,0
У собак есть локти.,0
Поляpные медведи могyт бегать со скоpостью 40 км/ч.,0
"Кpокодилы глотают камни, чтобы глyбже ныpнyть.",0
"Слоны и люди — единственные млекопитающие, котоpые могyт стоять на голове.",0
"Шимпанзе — единственные животные, котоpые могyт yзнавать себя в зеpкале.",0
"Пингвины могyт подпpыгивать в высотy больше, чем на полтоpа метpа.",0
За последние 4000 лет не было одомашнено ни одно новое животное.,0
"Единственные животные, занимающиеся сексом pади yдовольствия, — люди и дельфины.",0
"Кpовь кyзнечика белого цвета, лобстеpа — голyбого.",0
"Чтобы сделать килогpамм меда, пчелка должна облететь 2 млн. цветков.",0
"99 % живых сyществ, обитавших на Земле вымеpли.",0
"Самый пpостой способ отличить звеpя-вегетаpианца от хищника: y хищников глаза pасположены на пеpедней части моpды, чтобы видеть жеpтвy. У вегетаpианцев — по обе стоpоны головы, чтобы видеть вpага.",0
У мотылька нет желyдка.,0
"Африканская порода Басенджи — единственная собака, которая не может лаять.",0
"Самые умные собаки считаются Бордер-колли, а самые глупые — афганские борзые.",0
У золотой рыбки память 3 секунды.,0
"У млекопитающих кровь красная, у насекомых желтая, у омаров синяя.",0
"Акула меняет зубы каждые 8 дней. Зубы акулы твердые, как сталь, а крепятся просто в деснах.",0
"Осьминог может протиснуться в любую щель, в которую пролезет его глаз.",0
Самое сильное животное на Земле — жук-носорог. Он может поднять груз в 850 раз тяжелее себя.,0
Глаз гигантского кальмара размером с баскетбольный мяч.,0
"Таракан может жить без головы, пока не умрет от голода.",0
Щупальца гигантской арктической медузы могут достигать в длину 36 метров.,0
Половые органы улитки расположены у нее в голове.,0
"Лебедь — единственная птица, у которой есть пенис.",0
Альбатрос может спать в полете на скорости 40 километров в час.,0
"Голубые киты — самые крупные животные на Земле. Средний слон весит меньше, чем весит язык среднего голубого кита.",0
"Самая маленькая птичка — колибри-пчелка, в ней меньше пяти сантиметров длины.",0
"Голубые киты — самые шумные животные в мире. Их мелодичное пение может оглушить человека. Без вреда для слуха человек может выдержать 85 децибелов, на рок-концерте громкость звука — 100 децибелов, голубые киты поют на 188 децибелов и их можно услышать за 800 километров.",0
Императорские пингвины могут нырять на глубину до 500 метров и способны задерживать дыхание на 18 минут.,0
Слониха вынашивает слонёнка 22 месяца. Самка североамериканского опоссума вынашивает потомство 8 дней.,0
Самым тупым животным в истории Земли был стегозавр. При весе тела в 3 тонны он имел мозг размером с грецкий орех.,0
"За всю известную нам историю древних видов на Земле существовало на порядки больше, чем обитает сейчас.",0
"Многие вымершие животные имеют ныне живущих родственников, похожих на них. Например, сейчас существуют слоны и носороги, а несколько десятков тысяч лет назад по северу бродили шерстистые носороги и мамонты (см. интересные факты о мамонтах).",0
"Одними из самых древних животных являются медузы. Они появились около 600 миллионов лет назад, и с тех пор практически не изменились.",0
"Синие киты крупнее большинства вымерших животных, когда-либо населявших нашу планету.",0
"Ещё 40 тысяч лет назад существовали мегалании, гигантские вараны длиной в 9 метров и весом в 2 тонны. Современные комодские вараны очень на них похожи, но они намного меньше.",0
"Самой крупной вымершей акулой являлся мегалодон. В длину эти рыбы достигали 30 метров, что сравнимо с высотой 10-этажного здания.",0
"Первобытным людям в Северной Америке приходилось опасаться фороракосов, огромных хищных нелетающих птиц. В высоту фороракос достигал трёх метров. Однако, первобытные охотники всё равно истребили их всех (см. интересные факты о первобытных людях).",0
"Ещё одно интересное вымершее животное — саблезубый тигр, или смилодон. Он вымер всего около 10 тысяч лет назад, после того, как исчезли крупные животные вроде мамонтов, на которых он охотился.",0
"Некоторые вымершие животные морей и океанов были отъявленными хищниками. Таким был, например, базилозавр, хищный кит, намного превосходящий по всем параметрам современных кашалотов.",0
"Всего около 12 тысяч лет назад в мире существовали другие древние животные — короткомордые медведи. При длине до 3,5 метров и весе в тонну, а то и больше, они превосходили даже белых медведей.",0
"Один из подвидов зебр, квагга, вымер недавно, так же, как птица дронт и сумчатый волк (см. интересные факты о зебрах).",0
"Современные львы — опасные и умелые хищники, но около 30 тысяч лет назад в Африке существовали другие вымершие животные, не приходящиеся им, впрочем, родственниками. Это были сумчатые львы, относительно небольшие, но ловкие хищники весом в 100-120 кг и длиной до 1,5 метров.",0
"Самыми крупными вымершими птицами были аргентависы, существовавшие в Южной Америке.  Размах их крыльев достигал 8 метров, а весил этот небесный хищник до 70 кг.",0
"В Ирландии ещё около 8 тысяч лет назад обитали гигантские олени. Ширина их рогов могла превышать 3,5 метров.",0
"Древних обезьян на Земле было около 6000 видов, но до наших дней сохранились лишь 160 из них (см. интересные факты об обезьянах).",0
"Некогда страусы моа водились и в Новой Зеландии. Потом туда с материка прибыли первобытные поселенцы, которые развернули на них охоту, и несколько веков назад последние моа были истреблены.",0
"В 2006 году из-за загрязнения речных вод вымерли последние байцзи, китайские речные дельфины.",0
"Вымершие животные часто превосходили своих современных предков по размерам. Так, дейнозухи, древние крокодилы, достигали 15-16 метров в длину, и весили до 15 тонн. Вымерли они ещё 70 миллионов лет назад.",0
"Гигантопитеки были самыми крупными из вымерших приматов. Эти древние обезьяны весили около полутонны, а их рост достигал 4 метров.",0
"Креветки бывают не только маленькими. Так, вымершие животные аномалокарисы, полмиллиарда лет назад населявшие почти все моря и океаны, представляли собой именно двухметровых креветок.",0
"Самым крупным древним динозавром был травоядный патаготитан, похожий на диплодока и обитавший на территории современной Аргентины. При длине тела до 37 метров его вес мог достигать 70 тонн (см. интересные факты о динозаврах).",0
