,task,ans,score
14,	1.15. За завтраком школьники выпили 15 стаканов чая и всё какао. Осталось 5 стаканов кофе. Всего было приготовлено 30 стаканов с этими напитками. Сколько стаканов какао выпили школьники?,спорт,0.5985461132078383
15,	1.16. В каждой из 5 матрёшек умещаются ещё 3 матрёшки. Сколько всего матрёшек?,спорт,0.6745679373445632
16,"	1.17. Винтик и Шпунтик бежали наперегонки. Когда Винтик пробежал 50 м, Шпунтик обогнал его на 7 м. Сколько метров пробежал Шпунтик?",спорт,0.9740993898966519
17,"	1.18. Когда ребята для соревнований взяли 19 скакалок, то осталось ещё 3 скакалки. Сколько скакалок было?",спорт,0.9750894443350597
18,	1.19. Начерти прямоугольник со сторонами 5 см и 8 см. Найди периметр.,спорт,0.8814955268898105
19,"	1.20. Ребята из авиамодельного кружка устроили соревнования в парке. В небо взлетело 10 моделей самолётов, 5 моделей вертолётов, а аэропланов – столько, сколько самолётов и вертолётов вместе. Сколько всего моделей летало в парке?",спорт,0.6310845969301822
20,"	1.21. Длина одной стороны прямоугольника 9 см, другой – на 5 см меньше. Найди периметр этого прямоугольника.",спорт,0.8650666499002098
21,	1.22. Фунтик разложил 30 пирожков на 10 тарелок поровну. Сколько пирожков он положил на каждую тарелку?,спорт,0.6584491392103899
22,"	1.23. Толя, готовясь к началу учебного года, купил 3 тетради по 10 руб. каждая. Сколько денег заплатил Толя за все тетради?",литература,0.8032263372286154
23,"	1.24. Начерти квадрат, длина стороны которого 6 см. Найди его периметр.",спорт,0.9070692841760047
24,"	1.25. У продавца было 30 шаров: 15 синих, 4 жёлтых, а остальные – зелёные. Сколько зелёных шаров было у продавца?",спорт,0.6803793657235784
25,"	1.26. Незнайка, побывав в роли художника, нарисовал 8 портретов, а пейзажей – на 6 больше. Сколько всего картин нарисовал Незнайка?",спорт,0.6497903260523323
26,"	1.27. Стороны треугольника равны 3 см, 9 см, 5 см. Найди периметр этого треугольника.",спорт,0.9414634639732038
27,	1.28. Детям в классе в начале нового учебного года раздали 12-листовые тетради по 3 тетради каждому. Сколько тетрадных листов получил каждый ученик?,спорт,0.544995910821954
28,	1.29. Вороны высиживают яйца три недели. Сколько дней высиживают яйца вороны?,спорт,0.6414061341457751
29,"	1.30. В киоске 10 журналов, 14 брошюр1, а газет на 6 больше, чем журналов и брошюр вместе. Сколько газет в киоске?",литература,0.9805559189696463
30,	1.31. Грач приносил своим птенцам по 2 червя 6 раз. Сколько всего червей принёс грач птенцам?,спорт,0.6497903260523323
31,	1.32. Зоя для букетов любимым учителям к 1 сентября срезала 5 красных и 10 синих астр. Все астры она поставила в 3 вазы. Сколько астр в одной вазе?,спорт,0.5480772762994223
32,"	1.33. В саду 11 яблонь, это на 6 больше, чем слив. Сколько слив в саду? Сколько всего деревьев в саду?",литература,0.809488665227585
33,"	1.34. В буфете 12 ложек, это на 5 меньше, чем вилок. Сколько всего столовых приборов в буфете?",спорт,0.8320554180155383
34,"	1.35. Фруктоежкин за обедом съел 12 яблок, 13 груш, а мандаринов – на 5 больше, чем яблок и груш вместе. Сколько мандаринов съел Фруктоежкин за обедом?",литература,0.9628679404222337
35,"	1.36. Витаминчиков съел 6 штук кураги, чернослива – на 2 меньше, а изюма – столько, сколько кураги и чернослива вместе. Сколько изюма съел Витаминчиков?",спорт,0.5940897271389426
36,"	1.37. В классе 11 девочек, на 2 больше, чем мальчиков. Сколько всего детей в классе?",спорт,0.9699099336781851
37,"	1.38. В классе было несколько человек. Когда пришли ещё 6, стало 15. Сколько человек было в классе сначала?",спорт,0.9882746882551899
38,"	1.39. На каждом этаже дома по 8 квартир. Сколько всего квартир в доме, если он трёхэтажный?",спорт,0.6603893985769462
39,"	1.40. Вика и Лера сплели каждая по 2 венка, а Оля сплела целых 4. Сколько венков сплели девочки?",спорт,0.6664057717253165
40,"	1.41. В летние каникулы за день Наташа прочитала 25 страниц книги: утром 5 страниц, днём 8 страниц. Сколько страниц Наташа прочитала вечером?",литература,0.9637179063294687
41,"	1.42. На лугу расцвели 20 ромашек, васильков – на 12 меньше, а незабудок – столько, сколько ромашек и васильков вместе. Сколько незабудок на лугу?",спорт,0.6497903260523323
42,	1.43. Две серые цапли съели на завтрак по 8 лягушек. Сколько всего лягушек было съедено цаплями?,спорт,0.4079275585257461
43,"	1.44. Утром папа, мама, сын и дочь съели каждый по 2 блинчика. Сколько всего блинчиков съела семья утром за завтраком?",литература,0.9499106661648895
44,"	1.45. Звездочёт в телескоп наблюдал 13 красных звёзд, синих – на 15 больше, а голубых – столько, сколько красных и синих вместе. Сколько голубых звёзд на небе увидел звездочёт?",спорт,0.6499077437047954
45,	1.46. Периметр квадрата 16 см. Узнай длину стороны этого квадрата.,спорт,0.9379502197060022
46,"	1.47. У Вовы было несколько тетрадей. Когда он купил ещё 4 тетради, то их стало 11. Сколько тетрадей было у Вовы сначала?",литература,0.48899542773436
47,"	1.48. На грядке росло 32 огурца. Вечером для салата сорвали 12 огурцов, а через два дня на грядке выросло ещё 9 огурцов. Сколько огурцов стало на грядке?",спорт,0.5442544933497189
48,"	1.49. Лена для урока технологии купила пластилин. Сколько стоит пластилин, если Лена дала продавцу 50 руб. и получила сдачу 26 руб.?",спорт,0.6592533404012256
49,	1.50. В автобусе ехали 13 мужчин и 10 женщин. На остановке сели ещё 3 человека. Сколько людей стало в автобусе?,спорт,0.9885197190350903
50,	1.51. Маша получила 8 шариков и Миша столько же. Сколько шариков у ребят всего?,животные,0.7009514808311413
51,"	1.52. На уроке физкультуры Петя подтянулся 9 раз, а Максим – на 3 раза больше. Сколько раз подтянулись оба ученика?",спорт,0.5938105443216959
52,"	1.53. Для уроков технологии приготовили 6 листов жёлтой бумаги, а зелёной – на 7 листов больше. Сколько зелёной бумаги приготовили для уроков технологии?",литература,0.953198192808837
53,"	1.54. Первоклассники на уроке математики для счёта из коробки взяли 8 мячей, после этого в ней осталось 5 мячей. Сколько мячей было в коробке?",спорт,0.9913109029887761
54,"	1.55. На каруселях катались 11 озорных детей, из них 8 девчушек-хохотушек, остальные мальчики-хулиганчики. Сколько мальчиков-хулиганчиков катались на каруселях?",спорт,0.6497903260523323
55,"	1.56. Во дворе гуляли 17 кур, 2 курицы убежали на улицу, а во двор прибежали 4 петуха. Сколько птиц стало во дворе?",животные,0.9719930491232786
56,"	1.57. К празднику купили 13 бананов, а апельсинов – на 5 меньше. Сколько фруктов купили?",спорт,0.7250731555670891
57,	1.58. Начерти один отрезок длиной 8 см. Ниже начерти второй отрезок длиннее первого на 2 см.,спорт,0.6737321871524278
58,	1.59. Начерти один отрезок длиной 12 см. Ниже начерти второй отрезок короче первого на 5 см.,спорт,0.6777046798308817
59,"	1.60. Даша угостила подруг конфетами. Когда она дала Полине 6 конфет, Марине – 8, у неё осталось 4 конфеты. Сколько конфет было у Даши?",спорт,0.6441382125121622
60,"	1.61. У бабушки на тарелке было 11 блинчиков. Она отдала 5 блинчиков Ане, а сама испекла ещё 8. Сколько блинчиков стало на тарелке?",спорт,0.6497903260523323
61,"	1.62. Магазин получил 3 ящика абрикосов и 2 ящика персиков. После того как привезли ещё несколько ящиков фруктов, в магазине стало 13 ящиков. Сколько ящиков фруктов привезли?",литература,0.7835404599299223
62,"	1.63. У Серёжи было 13 тетрадей в клетку и столько же в линейку. После того как он купил ещё несколько тетрадей, их стало 29. Сколько ещё тетрадей купил Серёжа?",спорт,0.3723690003206663
63,"	1.64. В саду 15 яблонь, а вишен на 5 больше, чем яблонь. Сколько всего деревьев в саду?",спорт,0.6389074305791288
64,"	1.65. Утка может прожить 15 лет, а гусь – 18 лет. На сколько лет гусь живёт дольше утки?",спорт,0.6532530251344937
65,"	1.66. На выставке были две тыквы: одна массой 40 кг, а другая – 36 кг. На сколько килограммов первая тыква тяжелее второй?",литература,0.9463665955129105
66,"	1.67. Три класса посадили 60 деревьев. Первый класс посадил 10 деревьев,  второй – 20. Сколько деревьев посадил третий класс?",спорт,0.7812771587996304
67,"	1.68. У трёх девочек 15 конфет. У первой девочки 5 конфет, у второй 3 конфеты. Сколько конфет у третьей девочки?",спорт,0.6510143323168123
68,"	1.69. В классе в горшках 18 растений. На первом окне 6 растений, на втором – 7. Сколько растений на третьем окне?",животные,0.963929586489268
69,"	1.70. Мама испекла 16 пирожков с рисом, это на 9 пирожков меньше, чем с мясом. Сколько пирожков с мясом испекла мама?",животные,0.5059035116104184
70,"	1.71. Ирина купила 12 тетрадей в клетку, это на 8 тетрадей больше, чем в линейку. Сколько тетрадей в линейку купила Ирина?",спорт,0.6305987393831751
71,	1.72. Свете 8 лет. Она моложе мамы на 19 лет. Сколько лет маме?,животные,0.8594196108264063
72,"	1.73. На полке 20 художественных книг. В первый день взяли почитать 5 книг, во второй – 4. Сколько книг осталось на полке?",литература,0.9985627874835449
73,	1.74. В классе было 11 девочек и 9 мальчиков. На городские соревнования уехали 4 ученика. Сколько человек осталось в классе?,спорт,0.9907289177610489
74,"	1.75. В школьном хоре пели 10 девочек и столько же мальчиков. Когда в хор пришли ещё несколько человек, их стало 25. Сколько человек пришли в хор?",спорт,0.9895404110224479
75,"	1.76. В оранжевом зале кинотеатра 40 мест, и столько же в белом зале. После начала сеанса в залах осталось 20 свободных мест. Сколько зрителей смотрели фильмы в обоих залах?",спорт,0.9866575993960373
76,"	1.77. Незнайка приготовил для мозаики разноцветные стёклышки. Когда он собрал узор, в нём оказалось 12 стёклышек жёлтого цвета, а стёклышек красного цвета – на 8 больше, чём жёлтых. Ещё осталось 10 синих стёклышек. Сколько стёклышек приготовил Незнайка для своей работы?",животные,0.746776102574349
77,"	1.78. В аквариуме было сначала несколько рыбок. Когда ребята пустили туда ещё 8 больших рыбок и 7 маленьких, то в нём стало 20 рыбок. Сколько рыбок было в аквариуме сначала?",животные,0.9912554160002871
78,"	1.79. Позвоночник – опора тела человека. В нём выделяют 5 отделов: шейный – 7 позвонков, грудной – 12, поясничный – 5, крестцовый – 5, копчиковый -5. Сколько всего позвонков у человека?",спорт,0.990931971546046
79,"	1.80*. На решение задачи Витя Малеев затратил 15 мин, столько же – на решение уравнений, а на решение примеров – столько минут, сколько на решение задачи и уравнений вместе. Сколько времени затратил Витя Малеев на выполнение всех заданий?",спорт,0.85319771453334
80,"	1.81. Верно ли говорят, что бывают прямоугольники, которые не являются квадратами? Выбери правильный ответ.",спорт,0.5153740534712443
81,	1.82. Составь и реши задачу по краткой записи.   Было – 38 коп.,животные,0.9406616805975744
82,	1.85. Прочитай и реши задачу. Выбери правильный ответ.,спорт,0.6497903260523323
83,	1.86. Прочитай и реши  задачу. Выбери правильный ответ.,спорт,0.6497903260523323
84,"	2.1. Муравей нашёл соломинку возле дома и потащил её к муравейнику. Когда он прополз 35 м, ему осталось ползти на 10 м меньше того пути, который он проделал. На каком расстоянии от дерева находится муравейник?",спорт,0.8635344838426803
85,	2.2. Для своей оригинальной поделки Мальвина взяла из коробки 25 деталей. В коробке осталось ещё 2 раза по столько же деталей. Сколько всего деталей было у Мальвины в коробке?,спорт,0.6559967651007932
86,"	2.3. В магазине до обеда продали 38 кг творога, а после обеда – на 24 кг меньше. Сколько килограммов творога продали за весь день?",животные,0.8040611227077908
87,"	2.4. Очень популярны во всём мире соревнования по гребле на байдарках и каноэ. По правилам масса байдарки-одиночки не должна превышать 12 кг, а каноэ может быть на 4 кг тяжелее. Сколько весит каноэ с гребцом, масса которого составляет 60 кг?",спорт,0.833340596791406
88,"	2.5. В первой школе 20 учеников-отличников, во второй столько же, а в третьей на 10 учеников меньше, чем в первой и во второй вместе. Сколько учеников-отличников в третьей школе? Сколько всего учеников-отличников в этих трёх школах?",спорт,0.6158073704065165
89,"	2.6. Всю неделю Карлсон летал в гости. В понедельник он совершил 7 полётов (после чего во вторник отдыхал), в среду он сделал на 5 вылетов меньше, чем в понедельник, а в субботу и воскресенье – на 8 вылетов больше, чем в среду. Сколько раз Карлсон побывал в гостях в выходные дни?",спорт,0.7527578640126956
90,"	2.7. Третьеклассники участвовали в акции «Книге – вторую жизнь». Ученики 3-а класса принесли 18 книг в библиотеку. Ученики 3-б класса собрали на 5 книг больше, чем ученики 3-а класса, а ученики 3-в класса принесли на 12 книг меньше, чем ученики 3-б класса. Сколько книг принесли ученики 3-в класса? Сколько всего книг принесли третьеклассники для школьной библиотеки?",литература,0.9984784449222082
91,"	2.8. В парке на одну клумбу посадили 15 гладиолусов, лилий – на 8 больше, а тюльпанов – столько, сколько гладиолусов и лилий вместе. Сколько тюльпанов посадили в парке?",животные,0.6424716997123382
92,"	2.9. В столовой приготовили 8 первых блюд, вторых блюд – на 2 меньше, а десерта – на 12 больше, чем первых и вторых блюд вместе. Сколько десерта приготовили в столовой?",спорт,0.6497903260523323
93,"	2.10. Привезли 30 кг грецких орехов, земляных – на 12 кг больше, а кедровых – столько, сколько земляных и грецких орехов вместе. Сколько килограммов кедровых орехов привезли?",литература,0.9798253509648621
94,"	2.11. В магазине за день продали 15 кг творога, а сыра – на столько же больше. Сколько всего творога и сыра продали за день?",животные,0.8206226450263668
95,"	2.12. Школьники за лето собрали 23 кг клевера, а душицы – на 9 кг больше. Сколько всего килограммов лекарственных трав собрали дети?",животные,0.9889684754426499
96,"	2.13. На одной аллее посадили 24 саженца черёмухи, а на другой – на 13 деревьев меньше. Сколько всего черёмухи посадили?",спорт,0.6497903260523323
97,"	2.14. В автосервисе за месяц отремонтировали 18 грузовых машин, гоночных – на столько же больше, а легковых – столько, сколько грузовых и гоночных машин вместе. Сколько легковых машин отремонтировали за месяц?",спорт,0.5907800371236174
98,"	2.15. К 1 сентября некоторые школы оборудовали компьютерами. В одну школу завезли 25 компьютеров, в другую – на 2 компьютера меньше. Сколько всего компьютеров получили школы?",спорт,0.6518878406759084
99,"	2.16. Авиационный завод выпустил 26 самолётов, истребителей – на 8 меньше, авиалайнеров – столько, сколько самолётов и истребителей вместе. Сколько авиалайнеров выпустил авиационный завод?",спорт,0.6497903260523323
100,"	2.17. В аквариуме 26 скалярий, меченосцев – на 3 больше, а барбусов – на 5 меньше, чем скалярий и меченосцев вместе. Сколько барбусов в аквариуме?",спорт,0.6497903260523323
101,"	2.18. В современном русском алфавите 33 буквы, в кириллице их было на 10 больше. А самый первый алфавит содержал на 21 букву меньше, чем кириллица2. Сколько букв было в первом алфавите?",литература,0.8036194112596171
102,"	2.19. При раскопках археологами3 было обнаружено 27 берестяных грамот, древних черепков – на 9 штук меньше, а древних орудий труда – столько, сколько берестяных грамот и черепков вместе. Сколько орудий труда было обнаружено археологами?",спорт,0.6497903260523323
103,"	2.20. Турист, путешествовавший по Африке, на своём пути насчитал 63 баобаба, а пальм – на 36 больше. Сколько всего деревьев увидел турист?",спорт,0.9811111337852717
104,"	2.21. Летом школьники засушили 23 кг черники, шиповника – на 15 кг меньше, чем черники, а аптечной ромашки – на 4 кг больше, чем шиповника. Сколько ромашки заготовили школьники?",литература,0.7570573657421682
105,"	2.22. Трудолюбивые гномы запаслись вареньем. Они сварили 17 банок абрикосового варенья, малинового – на 14 банок больше, чем абрикосового, а земляничного – столько, сколько абрикосового и малинового вместе. Сколько банок земляничного варенья заготовили гномы? Сколько всего банок варенья заготовили гномы?",спорт,0.6497903260523323
106,"	2.23. Во время матча баскетболисты несколько раз бросали мяч в корзину. При этом промахов оказалось на 13 меньше, чем попаданий. Попаданий было 28. Сколько раз баскетболисты бросали мяч в корзину?",спорт,0.9883058695923632
107,"	2.24. В киоск привезли новые журналы. После того как 17 журналов продали, в киоске осталось ещё 28 журналов. Сколько журналов привезли в киоск?",животные,0.7427919394807971
108,"	2.25. На субботник в прошлом году вышли 160 жильцов, в позапрошлом году – на 20 человек меньше, чем в прошлом году, а в этом году – на 170 жильцов больше, чем в позапрошлом. Сколько всего жильцов было на субботнике за три года?",спорт,0.9401163830232661
109,"	2.26. В первый зал поставили 118 стульев, во второй – на 12 стульев больше, в третий зал – на 120 стульев меньше, чем во второй и первый вместе. Сколько стульев поставили в третий зал?",спорт,0.9855683135924752
110,"	2.27*. Мешок со свёклой весит 95 кг, мешок с картофелем на 15 кг легче. На машину погрузили 2 мешка с картофелем. Сколько килограммов картофеля было в этих мешках?",литература,0.6236441689241266
111,"	2.28. В первый день ребята перенесли в библиотеку 117 книг, во второй – на 25 книг больше, чем в первый день, а в третий – на 98 книг меньше, чем за два первых дня вместе. Сколько всего книг перенесли ребята за три дня?",литература,0.9956464705351284
112,"	2.29*. У Никиты 28 орехов, а у Саши 36. Сколько орехов Саша должен отдать Никите, чтобы у них их стало поровну?",литература,0.9503258886813328
113,"	2.30. Для приготовления винегрета в столовой сварили 28 штук свёклы, 35 штук моркови, 37 картофелин. Затем добавили 5 луковиц и 25 солёных огурцов. Сколько всего овощей понадобилось для приготовления винегрета?",спорт,0.597471450288568
114,"	2.31*. К выпускному балу приготовили 128 порций шоколадного мороженого. Порций клубничного мороженого было наполовину меньше, а количество эскимо составило половину от всех порций клубничного мороженого. Сколько всего порций мороженого приготовили к выпускному балу?",спорт,0.8463661812633817
115,"	2.32. На приусадебном участке посадили 250 кустов смородины, это на 50 кустов меньше, чем крыжовника, и на 80 кустов больше, чем малины. Сколько всего ягодных кустов на приусадебном участке?",животные,0.9606272994279029
116,"	3.1. На одной скатерти-самобранке было 15 разных блюд, а на другой 24 блюда. Заморские гости попробовали только 12 блюд. Сколько блюд осталось нетронуто?",спорт,0.6597590459627315
117,"	3.2. В первую учебную неделю из школьной библиотеки книги взяли 45 учеников, а во вторую – 25 учеников. В конце сентября 40 книг вернули. Сколько ребят ещё читают книги?",литература,0.9970747206239648
118,"	3.3. Третьеклассники купили к празднику 90 шариков. Они подарили родителям 38 шариков, учителям – 26 шариков, а остальные шарики взяли домой. Сколько шариков третьеклассники взяли домой?",спорт,0.601273417214069
119,"	3.4. В одном загоне 45 осликов, а в другом – 38. Из них 50 животных накормлены. Сколько осликов осталось покормить?",животные,0.994892163414044
120,"	3.5. В один кувшин налили 36 л живой воды, в другой – 28 л мёртвой воды. Сказочные герои израсходовали 19 л живой и мёртвой воды. Сколько литров воды осталось?",спорт,0.5719008716667455
121,"	3.6. К Новому году девочки вырезали 50 снежинок, а мальчики – 40. Уже развесили 35 снежинок. Сколько снежинок ещё осталось развесить?",спорт,0.9480546650749907
122,"	3.7. У Чебурашки в одном кармане 28 наклеек, а в другом – 29. Из них 30 наклеек он подарил крокодилу Гене. Сколько наклеек у него осталось?",литература,0.609103145539775
123,"	3.8. У Хозяйки Медной горы в одном ларце 45 изумрудов, в другом – 34. За хорошую работу она подарила мастеру 19 изумрудов. Сколько изумрудов осталось у Хозяйки Медной горы?",спорт,0.5678581825821055
124,"	3.9. В интеллектуальном конкурсе принимали участие 48 мальчиков и 32 девочки. Из них только 18 человек вышли в финал. Сколько детей проверили свои способности, но не вышли в финал?",спорт,0.9715404522468867
125,	3.10. С бахчи4 собрали 65 арбузов и 27 тыкв. Увезли на продажу 48 собранных плодов. Сколько плодов осталось увезти?,животные,0.7581854114641993
126,	3.11. В зоопарке для белок заготовили 28 кг кедровых шишек и 35 кг еловых шишек. За зиму белки съели 57 кг семян шишек. Сколько килограммов шишек ещё осталось у белок?,животные,0.9473898832201076
127,	3.12. В магазине инструментов было 45 молотков и 26 ножниц. Продали 66 предметов. Сколько инструментов осталось в магазине?,литература,0.5758101452931184
128,	3.13. Археологи обнаружили 36 древних берестяных грамот в Смоленской области и 28 грамот в Псковской области. Учёным удалось прочитать только 37 из них. Сколько грамот пока не прочитано учёными?,спорт,0.6497903260523323
129,	3.14. В библиотеке было 48 книг о животных и 26 книг о растениях. Библиотекарь выдала детям 62 книги. Сколько всего книг о животных и растениях осталось в библиотеке?,литература,0.49975147998946473
130,"	3.15. На первой полке 20 книг, на второй – 36. Отнесли в хранилище 40 книг. Сколько книг осталось?",литература,0.9988977589598782
131,	3.16. Собрали 274 кг гороха и 179 кг бобов. Продали 325 кг овощей. Сколько килограммов бобов и гороха осталось?,животные,0.984905755347264
132,"	3.17. В одном мешке 205 яблок, в другом – столько же. Сколько яблок осталось, когда съели 380 штук?",литература,0.9226711067852879
133,	3.18. В детский сад для поделок привезли 160 наборов картона и 180 наборов цветной бумаги. За полгода использовали 230 наборов. Сколько наборов осталось?,литература,0.7059000672282694
134,	3.19. В магазин привезли 198 кг гречневой крупы и 247 кг пшеничной. Продали 120 кг крупы. Сколько килограммов крупы осталось продать?,животные,0.8420090668968248
135,	3.20. Завод выпустил 225 двухколёсных велосипедов и 156 трёхколёсных. В магазины отправили 310 велосипедов. Сколько велосипедов осталось?,литература,0.6593845974694801
136,	3.21. Рабочему за неделю нужно вымыть 96 окон. Он уже вымыл 14 окон. Сколько окон осталось вымыть рабочему?,спорт,0.5521729885898957
137,"	3.22. Для украшения витрин магазина заготовили 285 шаров. Украсили шарами 6 витрин, поместив по 22 шара на каждую. Сколько шаров осталось разместить в витринах?",спорт,0.9275614339021618
138,	3.23. Задачу по математике на городской олимпиаде решали 120 мальчиков и 80 девочек. Неправильно решили задачу 50 учеников. Сколько учеников решили задачу правильно?,спорт,0.851701061968704
139,	3.24. В кулинарии должны испечь 164 пирожка. В духовку поставили 3 противня по 18 пирожков на каждом. Сколько ещё пирожков осталось испечь?,спорт,0.6641124348512134
140,	3.25. На участке выкопали 261 кг картофеля. Часть урожая разложили в 26 сеток в каждую по 5 кг. Сколько килограммов картофеля ещё осталось разложить?,животные,0.9218391108871457
141,	3.26*. В парке надо посадить 120 лип. Третью часть деревьев посадили. Сколько лип осталось посадить?,животные,0.771507717139024
142,"	3.27*. У Софии было 125 наклеек. Она подарила Тане 43 наклейки, а Егору на 6 наклеек меньше. Сколько наклеек осталось у Софии?",спорт,0.6624328780912899
143,"	3.28*. Денис прочитал пятую часть книжки, в которой 90 страниц. Сколько страниц ему осталось прочитать?",литература,0.985754357847952
144,	3.29*. Из лыка сплели 126 лаптей и разложили их парами. На рынок отправили 18 пар лаптей. Сколько штук лаптей осталось? Сколько это пар? (Найди два способа решения этой задачи.),спорт,0.713111814537257
145,"	3.30*. На каждой из двух полок по 35 книг. С одной полки взяли несколько книг, а со второй – столько, сколько осталось на первой. Сколько всего книг теперь на обеих полках?",литература,0.998153583918018
146,"	3.34. В июне в санатории отдохнули 40 детей, в июле – 30 детей, а в августе – на 10 человек меньше, чем в июле. Сколько всего детей прошли за лето курс оздоровления?",спорт,0.948162076728524
147,"	4.1. За три дня Музей сказок посетили 80 школьников. В первый день было проведено 3 экскурсии по 8 человек, во второй день – 2 такие экскурсии. Сколько человек посетили Музей сказок в третий день? Сколько экскурсий было проведено?",спорт,0.9868864727297247
148,"	4.2. В магазине продавали мужские, женские и детские часы. Всего было 98 часов. Мужских часов было 42, женских – 36, остальные – детские. Сколько детских часов было в магазине?",спорт,0.7210967141253084
149,"	4.3. На пиратском корабле в корзине, коробке и ящике было 98 патронов. Из них в ящике 39 патронов, а в коробке – 27. Сколько патронов было в корзине?",спорт,0.7755852297239826
150,"	4.4. На стройку привезли 77 кг цемента. В первый день строители истратили 35 кг цемента, во второй – на 12 кг меньше, а остальной цемент использовали в третий день. Сколько килограммов цемента строители использовали в третий день?",литература,0.4986128487449662
