,texts,prediction,score
58,	1.59. Начерти один отрезок длиной 12 см. Ниже начерти второй отрезок короче первого на 5 см.,животные,0.32337981823390055
60,"	1.61. У бабушки на тарелке было 11 блинчиков. Она отдала 5 блинчиков Ане, а сама испекла ещё 8. Сколько блинчиков стало на тарелке?",музыка,0.37111879834524847
66,"	1.67. Три класса посадили 60 деревьев. Первый класс посадил 10 деревьев,  второй – 20. Сколько деревьев посадил третий класс?",животные,0.3768223233747891
68,"	1.69. В классе в горшках 18 растений. На первом окне 6 растений, на втором – 7. Сколько растений на третьем окне?",животные,0.5893638914496812
70,"	1.71. Ирина купила 12 тетрадей в клетку, это на 8 тетрадей больше, чем в линейку. Сколько тетрадей в линейку купила Ирина?",музыка,0.32768695575952933
72,"	1.73. На полке 20 художественных книг. В первый день взяли почитать 5 книг, во второй – 4. Сколько книг осталось на полке?",литература,0.5062795040121943
73,	1.74. В классе было 11 девочек и 9 мальчиков. На городские соревнования уехали 4 ученика. Сколько человек осталось в классе?,спорт,0.42131505223108207
74,"	1.75. В школьном хоре пели 10 девочек и столько же мальчиков. Когда в хор пришли ещё несколько человек, их стало 25. Сколько человек пришли в хор?",музыка,0.3591208669839799
75,"	1.76. В оранжевом зале кинотеатра 40 мест, и столько же в белом зале. После начала сеанса в залах осталось 20 свободных мест. Сколько зрителей смотрели фильмы в обоих залах?",спорт,0.31610329171689455
78,"	1.79. Позвоночник – опора тела человека. В нём выделяют 5 отделов: шейный – 7 позвонков, грудной – 12, поясничный – 5, крестцовый – 5, копчиковый -5. Сколько всего позвонков у человека?",животные,0.49230700412571105
79,"	1.80*. На решение задачи Витя Малеев затратил 15 мин, столько же – на решение уравнений, а на решение примеров – столько минут, сколько на решение задачи и уравнений вместе. Сколько времени затратил Витя Малеев на выполнение всех заданий?",литература,0.3183824024359111
80,"	1.81. Верно ли говорят, что бывают прямоугольники, которые не являются квадратами? Выбери правильный ответ.",музыка,0.37415544881281815
81,	1.82. Составь и реши задачу по краткой записи.   Было – 38 коп.,музыка,0.3094595030624652
82,	1.85. Прочитай и реши задачу. Выбери правильный ответ.,литература,0.3085621555087237
83,	1.86. Прочитай и реши  задачу. Выбери правильный ответ.,литература,0.3085621555087237
84,"	2.1. Муравей нашёл соломинку возле дома и потащил её к муравейнику. Когда он прополз 35 м, ему осталось ползти на 10 м меньше того пути, который он проделал. На каком расстоянии от дерева находится муравейник?",животные,0.311689983832048
87,"	2.4. Очень популярны во всём мире соревнования по гребле на байдарках и каноэ. По правилам масса байдарки-одиночки не должна превышать 12 кг, а каноэ может быть на 4 кг тяжелее. Сколько весит каноэ с гребцом, масса которого составляет 60 кг?",спорт,0.3423875766358229
89,"	2.6. Всю неделю Карлсон летал в гости. В понедельник он совершил 7 полётов (после чего во вторник отдыхал), в среду он сделал на 5 вылетов меньше, чем в понедельник, а в субботу и воскресенье – на 8 вылетов больше, чем в среду. Сколько раз Карлсон побывал в гостях в выходные дни?",спорт,0.321832689109771
90,"	2.7. Третьеклассники участвовали в акции «Книге – вторую жизнь». Ученики 3-а класса принесли 18 книг в библиотеку. Ученики 3-б класса собрали на 5 книг больше, чем ученики 3-а класса, а ученики 3-в класса принесли на 12 книг меньше, чем ученики 3-б класса. Сколько книг принесли ученики 3-в класса? Сколько всего книг принесли третьеклассники для школьной библиотеки?",литература,0.36291236471766647
98,"	2.15. К 1 сентября некоторые школы оборудовали компьютерами. В одну школу завезли 25 компьютеров, в другую – на 2 компьютера меньше. Сколько всего компьютеров получили школы?",литература,0.3792958285393763
101,"	2.18. В современном русском алфавите 33 буквы, в кириллице их было на 10 больше. А самый первый алфавит содержал на 21 букву меньше, чем кириллица2. Сколько букв было в первом алфавите?",музыка,0.39010818232262057
104,"	2.21. Летом школьники засушили 23 кг черники, шиповника – на 15 кг меньше, чем черники, а аптечной ромашки – на 4 кг больше, чем шиповника. Сколько ромашки заготовили школьники?",животные,0.3036484586963715
106,"	2.23. Во время матча баскетболисты несколько раз бросали мяч в корзину. При этом промахов оказалось на 13 меньше, чем попаданий. Попаданий было 28. Сколько раз баскетболисты бросали мяч в корзину?",спорт,0.5595753144565923
107,"	2.24. В киоск привезли новые журналы. После того как 17 журналов продали, в киоске осталось ещё 28 журналов. Сколько журналов привезли в киоск?",литература,0.32742783754330723
110,"	2.27*. Мешок со свёклой весит 95 кг, мешок с картофелем на 15 кг легче. На машину погрузили 2 мешка с картофелем. Сколько килограммов картофеля было в этих мешках?",животные,0.40598443273708856
111,"	2.28. В первый день ребята перенесли в библиотеку 117 книг, во второй – на 25 книг больше, чем в первый день, а в третий – на 98 книг меньше, чем за два первых дня вместе. Сколько всего книг перенесли ребята за три дня?",литература,0.39842434392414994
117,"	3.2. В первую учебную неделю из школьной библиотеки книги взяли 45 учеников, а во вторую – 25 учеников. В конце сентября 40 книг вернули. Сколько ребят ещё читают книги?",литература,0.4905052837864363
119,"	3.4. В одном загоне 45 осликов, а в другом – 38. Из них 50 животных накормлены. Сколько осликов осталось покормить?",животные,0.3116484137185093
120,"	3.5. В один кувшин налили 36 л живой воды, в другой – 28 л мёртвой воды. Сказочные герои израсходовали 19 л живой и мёртвой воды. Сколько литров воды осталось?",животные,0.3569664576592731
122,"	3.7. У Чебурашки в одном кармане 28 наклеек, а в другом – 29. Из них 30 наклеек он подарил крокодилу Гене. Сколько наклеек у него осталось?",животные,0.32257047611831824
126,	3.11. В зоопарке для белок заготовили 28 кг кедровых шишек и 35 кг еловых шишек. За зиму белки съели 57 кг семян шишек. Сколько килограммов шишек ещё осталось у белок?,животные,0.38002036363100195
127,	3.12. В магазине инструментов было 45 молотков и 26 ножниц. Продали 66 предметов. Сколько инструментов осталось в магазине?,музыка,0.3997123563001056
129,	3.14. В библиотеке было 48 книг о животных и 26 книг о растениях. Библиотекарь выдала детям 62 книги. Сколько всего книг о животных и растениях осталось в библиотеке?,животные,0.42174815951889244
130,"	3.15. На первой полке 20 книг, на второй – 36. Отнесли в хранилище 40 книг. Сколько книг осталось?",литература,0.4945971030084539
132,"	3.17. В одном мешке 205 яблок, в другом – столько же. Сколько яблок осталось, когда съели 380 штук?",животные,0.3250850886265084
133,	3.18. В детский сад для поделок привезли 160 наборов картона и 180 наборов цветной бумаги. За полгода использовали 230 наборов. Сколько наборов осталось?,литература,0.32374808268436245
135,	3.20. Завод выпустил 225 двухколёсных велосипедов и 156 трёхколёсных. В магазины отправили 310 велосипедов. Сколько велосипедов осталось?,спорт,0.3452645637485451
136,	3.21. Рабочему за неделю нужно вымыть 96 окон. Он уже вымыл 14 окон. Сколько окон осталось вымыть рабочему?,литература,0.3013713790310229
137,"	3.22. Для украшения витрин магазина заготовили 285 шаров. Украсили шарами 6 витрин, поместив по 22 шара на каждую. Сколько шаров осталось разместить в витринах?",спорт,0.3004808374214126
138,	3.23. Задачу по математике на городской олимпиаде решали 120 мальчиков и 80 девочек. Неправильно решили задачу 50 учеников. Сколько учеников решили задачу правильно?,спорт,0.3163009473479403
143,"	3.28*. Денис прочитал пятую часть книжки, в которой 90 страниц. Сколько страниц ему осталось прочитать?",литература,0.34583453927240826
144,	3.29*. Из лыка сплели 126 лаптей и разложили их парами. На рынок отправили 18 пар лаптей. Сколько штук лаптей осталось? Сколько это пар? (Найди два способа решения этой задачи.),животные,0.3358973144788094
145,"	3.30*. На каждой из двух полок по 35 книг. С одной полки взяли несколько книг, а со второй – столько, сколько осталось на первой. Сколько всего книг теперь на обеих полках?",литература,0.42613688607802297
146,"	3.34. В июне в санатории отдохнули 40 детей, в июле – 30 детей, а в августе – на 10 человек меньше, чем в июле. Сколько всего детей прошли за лето курс оздоровления?",литература,0.3553143636343256
147,"	4.1. За три дня Музей сказок посетили 80 школьников. В первый день было проведено 3 экскурсии по 8 человек, во второй день – 2 такие экскурсии. Сколько человек посетили Музей сказок в третий день? Сколько экскурсий было проведено?",литература,0.41053503388574547
148,"	4.2. В магазине продавали мужские, женские и детские часы. Всего было 98 часов. Мужских часов было 42, женских – 36, остальные – детские. Сколько детских часов было в магазине?",литература,0.38631495109898933
153,"	4.7. В книге 30 загадок. Мама отгадала 16 загадок, папа – в 2 раза меньше, чем мама, а остальные загадки отгадали дети. Сколько загадок отгадали дети?",литература,0.3377426449430302
154,"	4.8. Участвуя в соревнованиях, велогонщик в первый день проехал 35 км, во второй – на 20 км больше. Сколько километров велогонщик проехал в третий день, если за три дня он преодолел расстояние 100 км?",спорт,0.3659421252244403
155,"	4.9. Коля, Олег и Мила вспоминали названия городов. Коля вспомнил названия 27 городов, Олег назвал 35 городов. Сколько названий городов вспомнила Мила, если всего ребята назвали 100 городов?",литература,0.3082695167689424
156,"	4.10. Верблюд под палящими лучами солнца проходит за день 90 км. До первой стоянки верблюд прошёл 38 км, до второй – на 2 км больше. Сколько километров ему осталось пройти до последней стоянки?",спорт,0.30348879683514796
157,"	4.11. За три дня продали 260 кг винограда. В первый день продали 145 кг, во второй – на 50 кг меньше. Сколько килограммов винограда продали в третий день?",животные,0.3128706515197535
158,"	4.12. Для мозаики художник использовал 68 окрашенных стёкол: голубых, зелёных, жёлтых. Голубых – 25, зелёных – на 12 меньше, чем голубых. Сколько жёлтых стёкол будет в мозаике?",животные,0.31937754596125856
159,"	4.13. Стая воробьёв состоит из 66 птиц. Из них 24 расселись на дереве, 13 устроились на крыше, остальные – на заборе. Сколько воробьёв сидит на заборе?",животные,0.31984631968979155
160,"	4.14. Городские власти решили высадить 100 тополей на улицах города. В северной части города посадили 36 деревьев, в южной части – 33 дерева, а остальные – в западной части. Сколько тополей посадили в западной части города?",спорт,0.3453580504976596
161,"	4.15. На склад привезли 560 мешков зерна: 190 мешков пшеницы, проса – на 30 мешков больше, чем пшеницы, остальные мешки с овсом. Сколько мешков с овсом привезли на склад?",животные,0.34144775514975273
164,"	4.18. За лето леспромхоз5 заготовил 570 кг грибов. Из них 134 кг – рыжики, 156 кг – подосиновики, а остальные – маслята. Сколько килограммов маслят заготовили?",животные,0.39339349741712976
168,"	4.22. В первый месяц в санаторий отвезли 350 кг овощей, во второй – 370 кг. Сколько килограммов овощей отвезли в санаторий в третий месяц, если всего их выделено 900 кг?",животные,0.303896181418234
170,"	4.24*. В трёх корзинах 324 кг персиков. В первой и третьей корзинах 208 кг персиков, во второй и третьей – 219 кг. Сколько килограммов персиков в третьей корзине?",животные,0.33226674715377463
172,	4.26*. По двору ходили гуси. У них всего было 22 ноги. Подошли 3 утёнка и 4 козлёнка. Сколько ног гуляет теперь по двору?,спорт,0.30177533527718464
175,"	4.30. На Олимпийских играх за игрой российской сборной по волейболу следили 270 болельщиков, за игрой баскетболистов – 350 болельщиков. Сколько болельщиков было на соревнованиях по гимнастике, если всего прибыло 900 болельщиков?",спорт,0.6750149330163202
178,	5.3. Из 10 м ткани портной сшил 5 одинаковых сарафанов. Сколько ткани пошло на один сарафан?,животные,0.3047341223799129
182,	5.7. Мальвина для своих друзей приготовила 5 тарелок с пирожными по 7 на каждой тарелке. Сколько всего пирожных приготовила Мальвина?,музыка,0.37005680632492977
184,	5.9. На 2 клумбы рассадили 8 цветов. Сколько цветов на каждой клумбе?,животные,0.3333834250018259
189,	5.14. В книге 48 страниц. Катя читала каждый день по 6 страниц. За сколько дней она прочитает всю книгу?,литература,0.4385703522268098
198,	5.23. В каждый стакан с чаем кладут 2 кусочка сахара. В сахарнице 8 кусочков сахара. Хватит ли этого сахара на 6 стаканов с чаем?,животные,0.30978462923340006
202,"	5.27. Чтобы получить 1 кг мёда, пчела должна преодолеть путь, равный длине экватора. Сколько килограммов мёда получат 5 пчёл, если каждая сделает над экватором 5 кругов?",животные,0.37269287193117234
203,	5.28. В 5 клетках по 7 кроликов. Сколько всего кроликов в этих клетках?,животные,0.5202870940075943
205,	5.30. На экскурсию приехали 56 туристов. Их разделили на 8 групп. Сколько человек в каждой группе?,животные,0.3482458937954777
206,	5.31. В 10 пакетов разложили поровну 10 кг масла. Сколько килограммов масла положили в каждый пакет?,животные,0.3478858591972815
209,"	5.34*. Рядом стоят два небольших дома. В одном доме все квартиры трёхкомнатные, их 4. В другом доме комнат столько же, но все квартиры двухкомнатные. Сколько квартир во втором доме?",литература,0.32228590874207746
210,	5.35. На уроке хореографии 20 детей разделили на пары. Сколько получилось пар?,животные,0.3187990371281412
213,"	5.38*. Сестра разложила на тарелки 12 пирожков себе, брату и двум его друзьям. По сколько пирожков получилось на каждой тарелке?",музыка,0.3467594911615865
216,	5.53. Прочитай и реши задачу. Выбери правильный ответ.,литература,0.3085621555087237
217,	5.54. Прочитай и реши задачу. Выбери правильный ответ.,литература,0.3085621555087237
218,	5.55. Прочитай и реши задачу. Выбери правильный ответ.,литература,0.3085621555087237
220,"	6.2. Купили 39 тетрадей. Из них 18 тетрадей в клетку, а остальные в линейку. На сколько больше купили тетрадей в линейку, чем в клетку?",животные,0.33980225865501157
223,"	6.5. Золушка на платьях сестёр вышила 19 красных цветов, зелёных – на 14 больше, а жёлтых – столько, сколько красных и зелёных вместе. На сколько меньше Золушка вышила зелёных цветов, чем жёлтых?",животные,0.33072982901715575
224,"	6.6. В шкафу было 100 книг: 38 книг – детская художественная литература, остальные книги научно-познавательные. На сколько меньше было детских книг, чем научно-познавательных?",литература,0.5176153347548385
228,"	6.10. Верхний предел громкости звука, который человек может переносить без вреда для здоровья, составляет 50 децибел (единица измерения интенсивности звука). На сколько превышает этот порог грохот отбойного молотка (105 децибел), шум проезжающего автомобиля (90 децибел), громкий разговор (75 децибел)?",музыка,0.36066126285898725
229,"	6.11. Когда из одного бидона взяли 8 л молока, а из второго – 5 л, то в этих бидонах осталось молока поровну. В каком бидоне молока было больше и на сколько?",музыка,0.32651257779009146
231,"	6.13. В скелете новорождённого ребёнка около 270 костей, а в скелете взрослого человека всего 206 костей. На сколько костей в скелете взрослого человека меньше, чем у новорождённого?",животные,0.6300660772962005
232,"	6.14. Рост самого высоко мужчины составляет 256 см, а рост самой высокой женщины – 232 см. На сколько сантиметров мужчина выше женщины?",спорт,0.3446570077611339
234,"	6.16. Бутылка с маслом весит 470 г, пустая бутылка – 150 г. На сколько больше весит масло, чем бутылка?",животные,0.36100582003428205
240,"	6.22. Спортивная шапка стоит 210 руб., а перчатки в 3 раза дешевле. На сколько рублей спортивная шапка дороже перчаток?",спорт,0.42110304583494496
241,	6.23. Сначала в московском метро было 13 станций. Сейчас их 177. На сколько больше станций стало в современном метро?,литература,0.3278484220304842
246,"	6.31. У ребёнка двух лет 20 зубов, а у взрослого человека 32 зуба. На сколько зубов больше у взрослого человека, чем у ребёнка?",животные,0.39225191130615217
248,"	7.2. В одном классе 10 растений, а в другом в 2 раза больше. Сколько растений в другом классе? Сколько растений в двух классах вместе?",животные,0.798425244932805
250,"	7.4. В зоомагазине 9 попугаев, а канареек в 3 раза больше. Сколько всего птиц в зоомагазине?",животные,0.3262161807384955
251,"	7.5. Собака живёт 20 лет, а кролик – в 2 раза меньше. Сколько лет живёт кролик?",музыка,0.4611611579238868
252,"	7.6. Винни-Пух собрал 9 кг лекарственных трав, а Пятачок – в 4 раза больше. Сколько всего килограммов лекарственных трав они собрали?",животные,0.3097092862947459
253,"	7.7. В огороде 8 видов овощей, а фруктов в 2 раза больше. Сколько всего видов овощей и фруктов в огороде?",животные,0.30326259822843415
255,"	7.9. Пчела Майя утром облетела 9 цветов, а к вечеру – в 6 раз больше. Сколько всего цветов облетела пчела Майя за целый день?",спорт,0.3490171258815736
259,"	7.13. Линейка дешевле ручки в 3 раза. Сколько стоят линейка и ручка вместе, если ручка стоит 9 рублей?",музыка,0.3943540964054628
262,"	7.16. Для награждения призёров городской олимпиады купили 9 энциклопедий, а блокнотов – в 4 раза больше. Сколько всего призов купили победителям олимпиады?",спорт,0.48857351723932424
264,"	7.18. На школьных соревнованиях один ученик подтянулся 10 раз, а другой – в 3 раза больше. Сколько раз подтянулся второй ученик?",спорт,0.36761642547741064
266,"	7.20. Альпинисты6 поднимались в гору 12 ч, а спускались в 3 раза быстрее. Сколько времени ушло на спуск с горы?",спорт,0.3183629890946701
267,"	7.21. Готовясь к соревнованиям, легкоатлет должен пробежать 18 кругов по стадиону. Он пробежал в 3 раза меньше. Сколько кругов ему осталось пробежать?",спорт,0.40553783312151137
268,"	7.22. За всё лето мальчики сыграли в баскетбол 32 раза, а девочки – в 2 раза меньше. Сколько раз сыграли в баскетбол девочки?",спорт,0.36919763262514127
270,	7.24. Взрослый карликовый бегемот весит 240 кг. А вес детёныша бегемота обыкновенного в 6 раз меньше. Каков вес детёныша?,животные,0.35121362548511137
272,"	7.26*. В одной книге 8 страниц. Это в 4 раза меньше, чем в другой книге. Сколько страниц во второй книге?",литература,0.50415468302412
274,"	7.28*. В Австралии обитает птица лирохвост (её хвост в форме музыкального инструмента – лиры). Длина такого хвоста достигает 80 см, что в 2 раза больше длины тела птицы. Какова общая длина лирохвоста?",животные,0.49919990084744714
276,"	7.30*. К 1 сентября магазин «Школьные товары» продал 150 портфелей. Это в 5 раз меньше, чем тетрадей. Сколько тетрадей продал магазин?",литература,0.3255942306259426
277,	7.31*. Жене 8 лет. Он в 4 раза старше Светланы. Сколько лет Светлане?,литература,0.30434696744467554
278,"	7.32*. После дождя Слава увидел 10 земляных червей, это в 2 раза больше, чем увидела Света. Сколько земляных червей увидела Света?",животные,0.39825631490569124
280,"	7.34*. Автомобильный завод выпускает 200 легковых автомобилей, что в 4 раза больше, чем спортивных моделей. Сколько всего автомобилей выпускает завод?",спорт,0.39165200307716386
281,"	7.35*. В огромном аквариуме помещается 570 л воды, это в 3 раза больше, чем в маленьком. Сколько литров воды помещается в маленьком аквариуме?",животные,0.3372036716717615
283,"	7.37*. Мастер за 1 ч на станке вытачивает 27 деталей, что в 3 раза больше, чем это делает его ученик. Сколько деталей сделают мастер и его ученик за всю смену (8 ч)?",спорт,0.3120052637757284
286,"	8.1. Взрослая медицинская пиявка весом 2 г может высосать 10 г крови. Во сколько раз больше пиявка станет весить после обеда, чем до обеда?",животные,0.32082012676867616
289,"	8.4. Собрали 7 кг жёлтых помидоров и 56 кг красных. Во сколько раз красных помидоров больше, чем жёлтых?",животные,0.3371021560145655
290,"	8.5. В стопке 35 тетрадей. Из них 5 тетрадей в клетку, а остальные в линейку. Во сколько раз меньше тетрадей в клетку, чем в линейку?",животные,0.371324293703886
293,"	8.8. Дедушка купил 18 газет и 2 журнала. Во сколько раз больше газет купил дедушка, чем журналов?",литература,0.31469674131521747
297,"	8.13. Чтобы прокормить своё потомство, птица вертишейка принесла 64 гусеницы и 8 жуков. Во сколько раз гусениц было больше?",животные,0.3844557363907478
299,"	8.15. Гнездо цапли представляет собой большую кучу хвороста с углублением посередине. Оно бывает 150 см высотой и 50 см в диаметре. Во сколько раз высота гнезда цапли больше, чем её диаметр?",животные,0.343997459316966
303,"	8.19. Домашняя курица даёт в год более 250 яиц, а дикая высиживает только 25. Во сколько раз больше яиц даёт домашняя курица, чем дикая?",животные,0.5222875178071738
306,"	8.22. Длина озера Байкал свыше 600 км, а озера Баскунчак – около 20 км. Во сколько раз озеро Байкал длиннее озера Баскунчак?",животные,0.358227307670453
309,"	8.25. Суточная норма витамина С, необходимого для организма, содержится в 120 г апельсина или в 30 г чёрной смородины. Во сколько раз чёрная смородина богаче витамином С, чем апельсин?",животные,0.36220643063977065
313,"	8.29*. В библиотеке 150 энциклопедий, что на 100 книг больше, чем сборников стихов. Во сколько раз энциклопедий больше, чем сборников стихов?",литература,0.6167511071089866
317,"	9.2. 	а) Отцу 32 года, сыну 8 лет. Во сколько раз сын моложе отца?",спорт,0.3379673353529158
321,"	9.6. 	а) Длина самого крупного тигра составляет 3 м, а самого крупного млекопитающего животного в мире – голубого кита – 33 м. На сколько метров кит длиннее тигра?",животные,0.5503379907352135
322,"	9.7. 	а) Обыкновенная белка делает прыжок длиной 5 м, а белка-летяга может прыгнуть на 30 м. На сколько метров дальше прыгает белка-летяга?",животные,0.38239048675142207
324,"	9.9.	а) В физкультурном зале 8 обручей, а скакалок на 4 меньше. Во сколько раз больше обручей, чем скакалок?",спорт,0.3231885453864265
328,"	9.13. Один альбом для рисования стоит 5 руб., а баночка клея – 2 руб. На сколько дороже 3 альбома, чем 4 баночки клея?",музыка,0.40249763641368086
330,	9.15*. Первый отрезок имеет длину 12 см. Второй отрезок составляет четвёртую часть длины первого отрезка. На сколько сантиметров первый отрезок длиннее второго?,животные,0.33974778881104284
331,"	9.16.	а) Отталкиваясь мощными задними ногами, кенгуру мчится гигантскими прыжками, которые достигают в длину 12 м, в высоту – 3 м. На сколько метров больше прыжок кенгуру в длину, чем в высоту?",животные,0.3974791726334822
333,"	9.18. На клумбе 12 красных пионов. Это в 2 раза больше, чем розовых. На сколько меньше на клумбе розовых пионов, чем красных?",животные,0.31215108382788304
334,"	9.19. Известно, что 4 куриных яйца весят вместе 320 г, а 3 голубиных – 84 г. На сколько граммов голубиное яйцо легче куриного?",животные,0.4098329229541268
338,"	9.23. На выставке 8 портретов, а пейзажей в 12 раз больше. На сколько больше пейзажей, чем портретов?",литература,0.32824004495224524
339,"	9.24. Размеры попугаев различны. Например, длина волнистого попугайчика не превышает 18 см, а гигантский ара из Южной Америки может достигать в длину 1 м. На сколько сантиметров волнистый попугайчик меньше попугая ара?",животные,0.3836390315132528
340,"	9.25.	а) Баран муфлон достигает в длину 120 см, а длина его хвоста равна 10 см. На сколько сантиметров хвост короче, чем сам баран?",животные,0.4182477209297643
